Date,AAPL,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANSS,ANTM,AON,AOS,APA,AIV,AMAT,ADM,ARNC,AJG,AIZ,ATO,T,ADSK
2015-07-24,124.5,149.33,51.05,68.08,73.1,101.17,26.18,80.98,1.67,168.31,12.79,213.69,61.92,39.31,130.06,72.52,74.1,49.81,92.51,200.99,60.4,61.43,308.21,274.11,59.26,68.32,654.77,623.56,53.79,529.42,38.53,39.63,54.6,75.9,63.64,96.79,50.94,124.04,108.73,53.95,158.59,55.86,71.61,58.49,92.94,150.86,101.28,72.31,45.08,40.01,17.37,47.19,9.81,47.43,73.06,53.8,34.29,51.78
2015-07-27,122.77,148.71,50.69,69.34,72.72,100.39,25.61,79.93,1.62,168.34,12.93,210.16,61.53,39.61,128.82,71.63,73.02,49.81,92.64,198.1,60.98,61.2,326.98,267.0,60.25,68.4,658.27,627.26,53.95,531.41,39.02,40.14,55.74,74.92,63.24,96.48,51.61,122.96,107.37,52.01,165.54,54.75,69.99,57.89,91.31,151.5,101.03,69.97,44.51,39.99,17.38,47.26,9.62,47.35,72.63,54.29,34.32,51.05
2015-07-28,123.38,151.11,50.94,71.23,74.12,101.69,25.71,80.59,1.77,170.3,12.77,208.02,62.33,40.45,132.82,73.65,74.32,50.78,92.64,203.55,61.2,62.39,339.5,270.81,60.54,68.58,659.66,628.0,55.25,526.03,39.34,41.17,55.89,75.11,63.66,96.68,51.48,125.26,108.0,52.45,172.74,56.55,72.85,58.99,92.0,154.2,101.16,70.47,46.47,39.91,17.62,48.35,9.87,47.19,72.89,54.36,34.33,50.89
2015-07-29,122.99,151.45,51.06,70.77,75.62,102.45,25.98,80.25,1.96,173.06,12.83,210.41,64.54,40.4,134.14,73.21,74.78,51.91,93.59,198.76,62.6,63.75,337.99,272.85,60.42,69.04,661.43,631.93,54.4,529.0,39.65,40.73,55.94,75.7,64.54,96.32,51.71,126.72,107.78,53.34,171.47,57.05,76.28,58.79,92.99,155.27,101.88,70.95,46.79,39.63,17.55,48.13,10.16,47.9,74.1,54.68,34.69,50.09
2015-07-30,122.37,151.57,50.77,70.16,77.26,102.66,26.06,81.29,1.93,172.54,12.69,209.25,64.04,40.97,142.34,74.96,75.16,53.4,92.6,199.29,62.36,63.2,328.87,272.51,60.97,69.16,664.56,632.59,54.2,536.76,39.77,40.27,56.32,76.12,64.53,94.95,51.59,126.58,104.47,53.36,171.69,56.91,76.63,58.82,93.71,154.89,101.94,71.66,46.48,39.42,17.57,47.82,9.98,47.66,75.15,54.68,34.8,50.6
2015-07-31,121.3,151.34,50.69,70.01,77.46,103.11,25.79,81.99,1.93,174.21,12.8,207.9,64.05,40.95,142.51,76.71,75.75,54.2,92.71,197.44,62.7,63.22,331.15,275.04,61.51,68.95,657.5,625.61,54.38,536.15,41.08,40.1,56.57,76.06,64.12,95.11,51.91,125.67,105.75,53.05,176.59,56.41,74.35,58.33,94.15,154.27,100.77,71.82,45.86,39.08,17.36,47.42,9.87,47.43,74.6,55.3,34.74,50.58
2015-08-03,118.44,150.12,50.5,69.73,77.4,103.21,25.52,81.4,2.2,173.81,12.73,208.75,64.03,41.0,145.88,75.75,78.02,53.29,94.19,195.73,62.61,62.69,334.92,273.4,61.59,69.38,664.72,631.21,54.66,535.03,41.59,41.71,57.06,75.98,64.15,95.36,52.08,125.59,105.82,53.29,175.59,55.94,73.22,58.67,94.54,152.78,99.54,71.63,45.27,39.43,17.16,47.7,9.64,47.91,76.33,55.32,34.66,53.3
2015-08-04,114.64,150.4,50.51,69.95,88.8,103.42,25.67,82.06,2.13,175.1,12.56,211.02,63.93,40.62,146.09,75.61,77.77,53.63,93.36,197.15,61.44,62.63,331.0,275.8,60.8,62.34,661.28,629.25,54.92,531.9,41.01,42.74,56.39,75.72,62.34,96.12,51.23,125.14,106.21,53.71,174.8,55.6,74.3,58.48,95.23,152.5,100.2,71.71,45.35,39.37,16.83,48.41,9.73,47.84,76.06,54.66,34.58,54.15
2015-08-05,115.4,151.01,50.48,70.3,92.89,104.5,28.71,83.38,2.16,175.27,12.59,212.08,64.1,40.72,147.45,76.03,79.03,53.26,92.55,197.94,62.07,62.88,336.64,275.56,61.08,62.5,673.29,643.78,55.47,537.01,41.36,42.96,56.65,75.59,62.96,96.64,51.6,125.17,107.25,54.23,176.44,56.09,74.01,60.7,94.02,154.95,101.33,72.1,44.44,39.01,17.03,48.22,9.76,47.86,76.67,54.97,34.57,54.11
2015-08-06,115.13,149.26,50.32,69.24,94.32,103.1,28.71,82.19,2.11,172.74,12.6,209.63,63.68,40.12,147.02,74.42,77.75,51.77,92.22,189.73,60.94,62.29,319.47,269.47,60.63,61.97,670.15,642.68,55.57,529.46,41.69,42.18,56.26,75.0,63.02,98.36,51.77,123.7,104.75,55.04,169.66,55.74,76.15,58.87,92.96,152.44,100.92,71.05,46.6,39.14,16.85,47.95,9.91,47.46,76.69,54.88,34.24,52.94
2015-08-07,115.52,148.89,50.11,68.62,95.68,103.74,28.78,82.69,2.09,173.75,12.64,209.02,64.04,39.99,146.19,74.53,77.99,51.24,92.61,189.62,60.73,62.67,321.05,270.16,60.72,62.54,664.39,635.3,55.49,522.62,42.12,41.49,56.77,79.72,63.39,99.65,52.31,123.05,104.36,54.94,172.31,55.56,73.05,59.61,93.76,152.63,101.32,70.98,46.11,39.33,16.98,46.42,9.41,47.6,77.06,55.63,34.21,53.03
2015-08-10,119.72,151.24,50.66,69.21,95.57,105.2,28.81,83.62,1.93,173.66,12.68,211.83,64.92,40.47,148.35,75.01,78.63,52.69,92.16,190.43,61.7,63.38,321.91,270.24,60.63,63.1,663.14,633.73,55.71,524.0,41.82,41.68,56.71,81.26,63.99,100.49,52.26,125.14,104.65,56.08,170.6,56.63,75.7,61.09,95.31,152.33,102.77,72.17,48.45,39.22,17.6,46.53,10.08,47.92,78.01,55.26,34.78,54.38
2015-08-11,113.49,148.48,50.39,68.25,100.95,103.58,28.46,83.9,1.9,171.92,12.35,207.5,64.24,39.42,146.7,72.96,79.96,52.0,92.44,186.31,61.15,63.16,317.49,267.99,60.65,63.47,690.3,660.78,55.73,527.46,42.1,42.7,56.85,81.34,63.31,101.0,53.12,123.42,104.51,55.63,168.56,55.92,75.47,59.38,94.27,152.42,101.32,70.0,47.69,39.93,17.34,46.07,9.48,47.72,79.13,55.55,34.65,54.06
2015-08-12,115.24,148.52,50.09,68.75,100.65,103.77,28.66,83.82,1.9,172.0,13.06,203.33,64.11,38.89,145.38,73.92,78.54,51.12,92.2,191.01,60.83,63.07,315.81,269.53,61.32,63.61,691.47,659.56,55.74,525.91,42.65,42.52,57.57,81.0,63.26,99.97,53.74,121.85,104.38,55.49,170.62,55.75,78.1,59.74,94.39,149.47,101.23,68.89,49.21,39.98,17.3,46.89,9.51,47.17,78.85,57.3,34.02,54.82
2015-08-13,115.15,147.4,49.84,68.54,105.75,103.39,28.85,84.31,1.79,187.79,12.66,203.53,64.17,38.56,145.74,73.84,79.29,50.42,92.27,188.83,60.2,63.29,315.65,268.92,61.52,63.49,686.51,656.45,55.57,529.66,42.62,42.67,57.55,80.76,63.24,100.25,54.18,121.62,103.88,56.05,168.58,55.45,76.24,59.0,94.33,149.69,101.22,69.58,47.9,39.61,17.05,47.51,9.31,47.03,79.56,57.12,33.81,54.61
2015-08-14,115.96,148.28,50.23,68.65,103.92,103.45,28.68,86.12,1.84,187.03,12.81,205.55,64.76,38.65,146.74,73.37,79.6,51.11,93.76,186.58,60.57,63.6,314.5,273.78,61.74,63.86,689.37,657.12,55.76,531.52,42.74,42.88,58.2,80.91,64.25,101.08,54.29,122.96,103.94,56.66,167.72,55.57,76.25,58.84,94.26,149.3,101.3,70.29,47.0,39.84,16.64,47.2,9.41,47.3,79.6,57.42,34.05,54.86
2015-08-17,117.16,149.24,50.38,69.37,106.45,103.48,29.3,86.77,1.8,184.69,12.87,205.72,64.53,38.82,146.76,73.57,81.51,51.77,94.79,191.22,60.88,64.68,321.25,271.32,62.92,63.85,694.11,660.87,55.67,535.22,43.4,43.95,58.35,81.0,64.3,101.45,54.68,124.14,104.62,57.5,169.79,55.79,76.54,59.5,96.51,151.9,102.56,71.05,47.85,40.15,17.03,47.51,9.43,47.71,79.48,57.87,34.23,55.4
2015-08-18,116.5,148.31,50.44,68.86,104.93,103.86,29.22,86.45,1.8,185.77,12.82,204.91,64.58,39.02,146.03,73.85,81.51,51.11,94.87,187.42,60.52,64.57,320.3,273.49,62.33,63.57,688.73,656.13,55.2,535.02,43.2,43.63,58.27,81.24,63.71,100.49,54.63,122.47,104.95,57.5,167.72,55.2,76.64,57.9,97.06,153.3,102.43,71.09,48.07,40.34,16.53,47.68,9.27,47.67,79.38,57.3,34.35,54.59
2015-08-19,115.01,145.87,49.84,68.59,104.55,102.87,28.98,85.48,1.8,187.84,12.54,201.77,63.05,38.4,144.65,73.06,80.99,49.88,94.56,184.96,59.73,64.23,318.86,268.57,62.49,63.66,694.04,660.9,54.81,532.92,43.55,43.53,58.8,80.95,62.92,100.4,54.8,120.97,106.14,56.54,166.57,55.23,72.38,58.38,96.15,151.95,101.04,69.83,45.81,39.98,16.44,46.72,9.11,47.12,78.94,57.47,34.36,54.32
2015-08-20,112.65,143.35,48.53,67.48,102.19,99.97,27.98,82.69,1.7,184.45,12.31,196.85,61.25,37.51,140.38,69.78,79.01,49.32,94.46,178.62,58.02,62.6,307.39,266.63,61.84,62.7,679.48,646.83,54.73,515.78,43.31,41.98,58.37,78.76,61.71,98.85,54.19,118.88,103.37,55.06,161.15,54.12,71.05,53.82,93.24,147.86,99.32,67.72,44.56,39.44,15.98,46.2,9.03,46.33,77.11,56.26,33.95,53.1
2015-08-21,105.76,142.09,47.13,65.9,97.08,97.13,27.22,78.87,1.78,177.54,12.0,190.72,59.2,36.23,137.49,68.04,76.14,46.81,92.23,173.81,56.45,60.38,298.57,259.22,60.73,61.25,644.03,612.48,53.94,494.47,42.51,39.75,57.29,77.03,59.73,96.7,54.02,114.84,101.8,53.84,155.19,51.84,68.78,53.78,90.92,146.62,96.53,65.34,43.23,38.5,15.48,45.12,8.73,44.81,74.85,55.53,33.38,51.76
2015-08-24,103.12,138.58,43.7,63.45,94.57,92.67,26.16,74.27,1.75,173.75,11.53,182.73,56.29,34.68,132.32,66.52,73.1,44.34,88.18,166.85,54.55,58.56,291.82,247.05,58.04,58.39,618.11,589.61,52.14,463.37,40.68,37.62,54.83,74.65,56.94,91.94,51.93,109.13,98.53,52.58,147.64,49.06,65.55,51.67,85.63,140.68,91.73,60.92,40.49,36.41,15.1,43.55,8.2,43.09,71.59,55.31,32.37,49.39
2015-08-25,103.74,137.64,42.9,60.71,93.88,92.14,26.18,74.57,1.66,171.22,11.34,179.59,55.23,34.36,134.81,65.63,74.55,42.8,85.87,165.44,54.23,56.95,290.63,247.4,56.1,56.99,612.47,582.06,51.82,466.37,39.77,37.5,53.02,73.52,56.64,89.51,51.35,107.28,97.41,51.49,145.19,49.59,63.99,50.61,85.75,138.14,89.39,60.48,38.9,35.54,14.84,43.01,8.11,42.62,72.03,54.48,31.8,48.17
2015-08-26,109.69,142.72,43.98,63.14,97.29,95.04,27.29,77.33,1.72,171.46,11.65,184.71,56.92,35.62,137.79,68.17,76.32,43.07,87.55,173.54,55.95,59.02,305.98,257.81,56.66,57.4,659.74,628.62,53.21,500.77,40.55,38.85,54.01,75.63,59.16,91.53,52.14,112.05,100.61,53.21,153.98,50.59,65.16,54.22,87.75,142.16,92.62,63.23,39.53,36.45,15.24,43.99,8.26,43.3,74.34,54.93,32.69,49.13
2015-08-27,112.92,143.9,45.64,64.51,98.2,95.73,27.93,78.91,1.78,176.23,11.87,189.07,58.63,36.64,140.65,70.5,76.24,45.13,88.28,179.82,56.82,60.51,312.0,263.83,57.73,58.74,667.96,637.61,53.71,518.37,41.02,39.03,54.91,76.88,61.11,93.87,53.14,114.96,101.15,54.74,155.72,53.22,69.01,56.48,89.79,142.16,94.39,63.9,42.79,37.16,15.94,44.83,8.86,44.24,75.1,55.35,33.44,50.0
2015-08-28,113.29,144.21,46.02,63.98,98.23,95.85,29.22,79.4,1.85,176.48,12.1,187.48,58.67,36.51,140.67,71.9,75.81,45.3,88.44,178.86,57.27,60.27,308.01,262.25,57.8,58.63,659.69,630.38,54.17,518.01,41.07,38.62,54.9,76.65,61.0,93.45,53.01,114.14,100.87,54.77,155.89,52.88,70.94,56.45,89.74,140.56,93.54,64.64,44.86,37.42,15.99,44.65,9.41,43.87,74.79,55.58,33.29,47.52
2015-08-31,112.76,142.14,45.29,62.41,95.9,94.27,28.63,78.57,1.81,175.25,12.0,186.44,58.6,36.31,139.53,71.31,74.86,45.21,85.99,172.19,56.6,59.61,303.74,257.19,56.67,58.28,647.82,618.25,53.58,512.89,40.29,38.98,54.29,76.72,60.34,92.19,51.94,112.67,100.04,53.82,151.78,52.36,71.58,55.86,88.6,141.05,93.44,64.51,45.24,36.03,16.085,44.99,9.45,43.72,74.35,54.79,33.2,46.75
2015-09-01,107.72,138.5,43.57,60.5,92.78,92.29,27.86,75.99,1.71,172.62,11.44,179.21,56.65,34.75,135.92,70.43,74.8,42.85,84.24,170.85,53.94,58.56,294.21,252.4,55.12,57.14,629.56,597.79,52.03,496.54,39.12,39.2,52.99,74.0,58.73,90.03,51.06,109.1,99.27,51.84,147.46,50.38,68.29,53.55,86.57,138.06,90.28,62.84,43.13,35.43,15.49,43.34,9.22,42.33,72.19,53.59,32.32,45.49
2015-09-02,112.34,141.24,44.24,60.98,95.61,94.43,28.37,77.25,1.77,175.25,11.32,178.83,57.45,35.53,138.95,71.27,78.83,42.73,85.34,176.24,55.1,59.32,299.61,255.51,55.13,57.93,644.91,614.34,53.13,510.55,39.08,41.51,53.01,74.94,59.1,91.17,51.41,109.56,100.28,52.73,152.29,51.94,69.53,54.59,88.87,140.47,91.05,64.03,43.22,35.71,15.68,43.62,9.32,42.41,73.09,53.75,32.82,45.99
2015-09-03,110.37,141.74,44.14,61.58,94.16,95.61,28.6,78.32,1.79,173.24,11.44,177.57,57.55,35.75,139.6,73.26,78.07,42.87,85.4,175.28,55.13,59.79,297.44,256.76,55.38,57.98,637.05,606.25,53.59,504.72,39.25,40.89,53.35,75.26,59.45,91.02,52.21,109.62,100.0,52.78,149.23,51.98,69.51,55.17,90.09,142.95,91.45,65.83,43.22,35.65,15.76,43.75,9.57,42.4,73.13,53.46,33.04,45.94
2015-09-04,109.27,139.84,43.07,59.77,93.82,94.45,28.1,76.89,1.82,172.13,11.03,173.25,56.39,35.06,135.9,72.58,78.58,42.43,83.4,171.98,54.28,58.72,293.74,250.5,54.55,57.04,628.96,600.7,52.38,499.0,38.56,40.6,52.54,74.08,58.08,89.02,51.11,108.52,98.99,51.93,147.02,50.75,68.34,53.96,89.72,142.05,90.29,65.08,42.5,34.85,15.39,42.9,9.49,41.67,72.44,52.56,32.56,45.37
2015-09-08,112.31,143.43,44.04,60.57,96.2,97.12,28.87,79.78,1.88,175.32,11.32,180.63,57.57,36.21,139.25,74.28,81.24,43.02,84.45,176.93,55.4,60.36,300.18,257.52,55.6,58.2,643.88,614.66,53.49,517.54,38.98,40.8,54.08,75.49,59.24,90.05,51.69,111.07,101.05,53.62,154.56,51.61,69.7,57.77,92.47,146.43,92.69,67.16,43.24,35.2,15.73,43.7,9.72,42.46,73.78,53.71,33.14,46.81
2015-09-09,110.15,140.86,43.23,59.26,94.17,95.52,28.69,78.52,1.85,174.92,11.3,177.61,56.99,35.54,137.22,73.35,81.77,43.03,84.22,171.76,54.97,60.2,294.92,251.7,55.01,57.35,643.41,612.72,53.02,516.89,38.46,41.0,53.37,75.12,58.53,88.7,51.21,108.89,100.75,52.99,151.08,50.61,67.2,56.27,90.88,145.6,91.54,67.45,41.29,34.99,15.46,42.99,9.57,42.22,73.32,53.59,32.78,46.16
2015-09-10,112.57,140.78,43.12,59.58,95.37,96.81,29.06,78.7,1.84,174.88,11.24,176.94,57.7,35.86,136.51,74.55,81.29,42.8,84.38,171.65,55.19,60.3,293.6,251.74,54.84,57.67,651.08,621.35,53.27,522.24,38.43,41.21,53.39,75.31,58.22,88.32,51.11,109.56,102.03,52.93,153.14,51.4,67.21,56.01,91.65,143.94,91.68,68.33,40.84,35.24,15.56,43.06,9.63,42.1,75.46,53.28,32.75,46.23
2015-09-11,114.21,141.26,43.41,59.35,95.57,97.35,29.15,79.19,2.01,174.84,11.13,176.01,58.14,35.96,136.42,74.67,81.87,42.0,86.23,171.93,55.55,60.63,295.24,253.63,55.25,58.14,655.3,625.77,52.59,529.44,38.82,42.15,53.78,75.5,58.33,89.26,51.96,109.72,104.34,53.22,153.21,51.55,65.65,56.35,92.23,147.09,91.32,68.9,40.2,36.14,15.5,42.82,9.65,42.0,76.82,54.08,32.72,46.3
2015-09-14,115.31,140.81,43.17,58.94,96.68,96.51,29.21,78.46,1.82,175.0,11.07,174.64,57.8,35.55,135.48,74.58,80.74,41.88,86.58,168.8,55.61,60.72,295.96,251.91,55.4,58.24,652.47,623.24,52.45,521.38,38.98,42.29,53.68,75.14,58.0,88.83,52.24,108.92,104.62,52.68,151.0,51.51,65.0,57.56,91.39,145.87,90.8,68.77,40.24,36.0,15.6,42.93,9.38,42.01,76.64,54.28,32.55,46.15
2015-09-15,116.28,143.6,43.81,59.2,100.29,98.24,29.8,79.53,1.86,176.85,11.12,177.76,58.57,36.15,135.62,75.2,79.74,44.27,87.66,169.03,56.52,61.64,303.74,256.43,55.6,58.98,665.07,635.14,54.11,522.37,39.2,42.64,53.85,76.5,58.65,89.55,52.48,109.84,105.56,53.39,152.14,52.28,65.72,58.3,92.37,148.24,92.09,69.74,40.43,35.85,15.92,43.47,9.63,42.26,77.8,54.6,32.86,46.62
2015-09-16,116.41,144.2,43.86,59.51,98.4,98.96,30.52,80.53,1.89,178.59,11.18,180.85,58.84,36.52,138.68,74.82,79.13,44.74,88.79,167.79,56.6,61.81,303.74,254.4,56.21,59.2,665.52,635.98,55.36,527.39,39.69,43.06,54.63,77.32,58.9,90.6,52.84,110.63,106.29,53.77,151.18,52.71,69.14,58.45,92.79,151.15,91.98,70.1,43.04,36.08,16.17,44.19,9.86,42.48,76.92,55.27,32.94,46.9
2015-09-17,113.92,142.95,44.24,59.86,104.08,98.53,30.97,80.31,1.89,178.28,11.17,179.52,58.11,36.4,139.03,74.64,79.69,45.05,89.55,167.99,58.45,62.04,301.05,255.35,57.08,58.99,671.67,642.9,54.69,538.87,40.54,43.99,55.87,77.06,58.43,91.52,53.32,109.52,106.78,53.5,153.91,52.85,68.57,57.93,92.36,150.27,92.16,70.05,41.99,36.41,16.02,44.25,9.95,42.47,76.65,55.75,32.78,46.78
2015-09-18,113.45,139.62,43.33,61.22,104.18,97.53,31.1,81.25,1.87,173.7,10.94,175.21,57.15,35.74,134.6,71.95,78.74,45.71,88.92,166.58,57.42,61.12,295.29,251.66,56.75,57.57,660.92,629.25,54.05,540.26,40.37,43.49,55.48,75.95,57.78,90.49,53.5,107.41,106.1,52.16,150.59,51.94,65.47,56.67,90.95,146.86,89.31,68.84,39.65,36.26,15.93,43.23,9.97,41.85,75.5,55.52,32.55,46.48
2015-09-21,115.21,140.04,43.3,59.39,103.02,98.43,31.52,83.32,1.81,174.75,10.78,176.02,57.7,35.69,134.87,72.09,82.09,46.4,89.35,160.51,57.01,61.72,285.62,255.99,57.15,58.56,666.98,635.44,54.79,548.39,40.82,43.23,55.6,76.74,58.03,90.39,53.68,108.79,105.28,52.17,147.09,52.01,65.86,56.63,92.23,149.57,90.4,69.01,39.34,36.57,15.64,43.38,9.9,42.33,76.32,56.15,32.56,47.41
2015-09-22,113.4,138.02,42.48,57.74,102.72,97.67,31.41,84.66,1.73,174.44,10.48,171.85,57.04,35.05,132.62,70.61,78.65,45.71,87.31,159.24,56.87,60.37,287.76,252.38,56.7,58.1,653.2,622.69,54.2,538.4,40.5,41.19,54.72,75.71,57.28,89.05,53.58,107.5,103.27,51.53,145.93,50.69,64.81,55.18,90.87,148.66,89.53,67.55,38.63,36.31,15.1,42.45,9.5,42.28,75.6,56.58,32.27,46.93
2015-09-23,114.32,137.66,42.2,57.43,102.4,97.86,31.62,85.5,1.7,175.87,10.14,169.88,57.42,34.95,130.48,70.54,80.07,45.31,89.55,159.63,57.21,60.59,286.61,254.84,56.78,58.51,653.29,622.36,54.4,536.07,40.8,41.24,55.02,75.63,57.1,88.71,53.9,106.92,102.82,51.56,145.72,50.48,63.18,55.2,90.86,149.28,89.09,68.16,37.27,36.59,14.605,42.06,9.2,42.11,76.4,56.61,32.2,46.92
2015-09-24,115.0,137.58,41.94,56.57,97.49,97.77,31.49,83.91,1.72,174.8,10.0,170.01,57.49,34.55,129.46,69.39,78.98,45.22,88.74,157.05,56.96,60.18,290.56,254.02,57.36,58.59,654.91,625.8,54.61,533.75,41.05,40.25,55.46,74.69,56.9,88.03,54.37,106.89,101.97,51.52,143.51,50.06,63.7,54.0,90.68,147.06,88.95,67.29,37.88,36.18,14.69,42.02,9.18,41.88,76.98,56.88,32.11,47.05
2015-09-25,114.71,139.56,40.86,55.74,95.11,96.94,32.06,83.13,1.71,176.84,9.96,170.59,57.83,34.45,127.63,70.55,80.7,45.13,87.91,149.25,56.65,59.64,279.03,259.3,57.98,58.99,640.15,611.97,54.79,524.25,41.37,40.24,55.99,75.1,57.54,88.84,54.89,108.06,99.84,52.02,138.53,50.62,62.67,54.44,89.94,141.91,90.02,67.92,38.2,36.51,14.6,42.5,9.07,41.99,78.09,57.66,32.33,46.97
2015-09-28,112.44,138.38,39.06,52.5,93.22,95.95,31.31,80.52,1.66,171.4,9.81,165.65,57.01,33.37,125.25,67.96,78.11,41.78,85.45,145.6,55.33,57.26,254.87,249.47,58.04,57.74,624.25,594.89,54.63,504.06,41.54,39.08,55.86,73.34,55.66,87.21,54.09,103.79,96.19,50.83,132.24,49.47,59.43,53.47,88.29,136.31,88.41,66.55,36.2,35.88,14.37,41.09,9.59,41.14,76.62,57.6,31.9,46.14
2015-09-29,109.06,141.55,39.5,52.79,89.03,96.6,30.66,79.83,1.67,170.53,9.46,166.61,57.72,33.74,125.82,67.5,78.38,42.53,85.62,147.75,55.91,56.07,252.1,251.2,57.74,58.36,622.61,594.97,54.23,496.07,41.69,39.18,56.13,73.1,55.72,87.01,54.19,106.45,95.05,51.13,133.82,49.72,59.04,54.05,86.92,137.72,88.4,63.89,37.12,36.65,14.55,41.02,9.45,40.78,77.45,57.1,32.07,45.24
2015-09-30,109.95,141.77,40.22,54.41,92.76,98.26,30.89,82.22,1.715,189.53,9.79,170.99,58.13,34.33,127.58,69.06,79.45,44.1,84.67,156.2,56.76,57.66,271.81,258.98,58.49,58.24,637.2,608.42,54.4,511.67,42.27,38.83,56.86,74.13,56.82,87.98,55.08,109.13,94.99,52.32,138.18,50.96,60.39,56.41,88.14,140.0,88.61,65.19,39.16,37.02,14.68,41.45,9.66,41.28,79.01,58.18,32.58,44.14
2015-10-01,109.58,140.8,40.76,55.13,89.21,98.44,30.9,83.75,1.74,192.04,9.89,170.36,57.96,33.74,129.27,68.96,80.23,45.17,84.49,157.82,55.44,58.56,282.35,262.35,57.59,57.97,642.0,611.29,54.22,520.72,41.78,39.2,56.14,73.89,56.92,88.38,55.27,109.61,94.51,51.86,140.23,50.03,60.95,54.94,87.34,138.94,88.56,65.43,39.72,37.54,14.67,41.46,9.26,41.24,78.49,57.82,32.53,43.14
2015-10-02,110.38,143.2,41.38,55.82,90.3,99.39,31.46,83.99,1.83,191.69,10.09,170.51,58.47,34.67,130.52,70.23,79.26,46.15,85.66,166.07,56.91,58.08,288.0,269.35,58.37,59.15,656.99,626.91,54.86,532.54,42.32,38.63,56.32,74.41,57.19,89.74,55.63,108.59,94.91,53.28,142.47,50.51,64.11,55.69,88.24,141.85,89.78,65.78,42.61,37.89,14.94,42.42,9.52,41.81,78.25,58.93,32.64,44.0
2015-10-05,110.78,146.32,41.39,56.68,91.84,101.62,31.97,85.84,1.8,191.17,10.27,174.33,59.32,35.34,132.92,72.12,80.91,47.43,87.66,163.42,58.47,59.01,278.58,275.77,58.96,59.9,671.68,641.47,55.73,543.68,42.62,40.19,57.46,77.3,58.28,93.46,56.07,111.88,94.99,54.73,143.8,51.78,66.49,57.43,89.74,142.85,91.52,68.04,43.98,38.33,15.1,43.64,10.41,42.11,79.68,59.36,33.43,44.29
2015-10-06,111.31,145.79,39.89,55.08,83.71,101.5,31.91,85.15,1.83,191.1,10.46,174.07,59.43,34.9,132.79,72.3,74.53,47.61,87.63,160.0,55.75,58.65,272.88,275.61,58.47,59.88,671.64,645.44,55.41,537.48,42.31,38.13,56.62,76.91,57.68,93.37,55.62,111.02,93.03,54.46,141.22,51.24,68.65,56.89,88.89,139.46,90.29,67.21,46.12,38.08,15.24,43.64,10.98,42.13,80.15,58.58,33.31,44.8
2015-10-07,110.78,147.54,40.63,55.63,84.96,102.62,31.94,80.65,1.86,190.35,10.53,177.07,60.29,35.54,134.17,73.55,75.97,48.91,88.38,164.78,56.55,59.64,268.99,278.27,58.22,60.04,670.0,642.36,55.9,541.94,42.21,39.31,56.04,77.18,57.82,94.24,55.35,111.86,92.94,55.15,148.05,51.66,69.14,57.87,89.66,139.41,91.16,68.3,45.93,38.66,15.39,44.31,10.94,42.19,80.04,58.72,33.12,45.9
2015-10-08,109.5,149.48,41.16,56.04,82.51,105.01,31.73,82.26,1.93,187.35,10.76,177.05,60.81,36.01,137.91,73.8,75.76,50.57,90.73,164.31,56.23,59.74,276.16,279.41,58.94,61.12,667.0,639.16,56.37,533.16,43.12,39.74,56.87,77.18,58.24,95.57,56.84,112.05,93.54,55.91,149.9,52.11,72.33,57.72,90.25,137.33,91.93,71.59,47.15,39.0,15.67,45.13,11.01,42.55,81.72,59.54,33.4,47.31
2015-10-09,112.12,149.9,41.89,55.64,83.63,104.78,32.07,83.82,1.96,189.52,10.72,177.07,60.76,36.23,139.95,73.46,75.92,50.72,89.94,161.08,56.39,59.67,274.84,280.12,58.72,60.44,671.24,643.61,56.81,539.8,43.12,42.42,56.74,77.33,58.19,94.94,56.87,111.1,92.84,56.02,149.59,51.93,72.4,56.69,91.81,140.49,91.29,70.75,46.47,39.27,15.65,45.42,10.26,42.56,80.56,59.0,33.14,51.57
2015-10-12,111.6,150.06,41.57,55.77,82.98,105.05,32.58,83.92,1.87,191.28,10.71,175.13,60.83,35.99,138.81,72.82,77.99,50.51,90.4,159.86,57.26,59.14,273.4,279.0,59.37,60.91,676.43,646.67,57.46,550.19,43.72,43.84,57.56,77.31,58.68,94.8,57.45,109.83,93.72,55.78,153.03,52.03,71.09,56.58,91.87,143.86,91.28,70.43,44.95,39.51,15.6,45.44,10.08,42.69,80.42,59.56,33.3,51.55
2015-10-13,111.79,149.11,40.92,53.8,82.73,103.48,32.88,83.65,1.92,190.85,10.63,171.01,60.51,35.63,138.29,71.14,73.92,50.26,92.25,153.25,56.21,58.86,262.05,275.81,59.4,60.64,683.17,652.3,57.62,548.9,43.65,43.41,57.65,76.6,58.69,93.7,57.69,107.99,94.15,54.93,147.58,51.69,70.58,56.05,91.37,146.53,90.78,68.82,44.59,39.18,15.14,44.92,10.03,42.26,80.48,59.11,33.22,52.08
