Date,AAPL,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANSS,ANTM,AON,AOS,APA,AIV,AMAT,ADM,ARNC,AJG,AIZ,ATO,T,ADSK
2015-10-14,110.21,148.32,40.72,53.94,85.59,102.43,33.02,83.8,1.95,187.07,10.57,170.6,59.74,35.05,138.53,70.28,73.45,51.44,91.95,152.66,56.5,58.83,269.31,276.66,59.53,59.86,680.41,651.16,57.55,544.83,43.39,43.8,58.15,76.17,58.03,93.06,57.14,107.57,93.03,54.11,147.81,51.9,71.57,60.99,90.26,143.35,90.05,68.43,45.69,38.69,15.44,44.96,9.95,42.45,79.67,58.84,33.27,51.37
2015-10-15,111.86,149.19,41.87,56.14,92.83,102.3,33.8,86.77,1.97,190.55,10.78,175.61,60.9,35.58,139.76,71.56,75.98,51.47,92.43,161.07,60.65,60.34,274.08,278.18,60.53,61.59,693.02,661.74,57.87,562.44,43.94,44.46,58.72,76.74,59.19,94.65,58.21,110.62,94.07,54.53,152.54,52.82,72.96,61.28,90.82,145.23,91.25,69.44,46.75,39.4,15.72,45.56,9.7,42.49,80.0,59.77,33.49,52.16
2015-10-16,111.04,148.7,42.22,56.53,93.11,103.01,34.17,88.67,1.94,190.8,10.78,176.7,61.34,35.78,138.86,70.95,75.83,52.45,93.04,160.72,60.65,60.32,278.13,278.16,60.72,61.2,695.32,662.2,58.72,570.76,44.1,43.71,58.54,77.21,60.0,96.13,58.38,111.57,95.06,54.1,152.61,53.31,73.39,60.19,92.15,147.05,91.62,69.82,46.52,39.58,15.83,45.96,9.55,42.85,80.07,60.75,33.83,52.04
2015-10-19,111.73,148.0,42.15,56.16,94.96,103.1,33.75,88.4,2.01,191.4,10.74,172.93,61.03,36.23,138.03,70.42,76.87,52.26,94.41,162.11,61.1,59.98,273.31,280.07,60.99,61.59,699.95,666.1,59.66,573.15,44.29,44.45,58.59,77.0,60.0,96.79,58.95,111.25,94.79,54.28,154.47,53.08,72.31,60.22,93.29,148.81,90.63,70.87,45.33,40.32,15.805,45.97,9.42,42.71,81.05,60.93,33.63,52.44
2015-10-20,113.77,149.11,41.74,54.83,94.42,103.47,33.82,86.84,2.02,193.59,10.88,173.13,61.28,36.32,137.35,71.92,76.49,52.1,94.36,159.02,61.98,61.99,263.42,280.99,61.2,61.44,680.0,650.28,59.74,560.88,44.32,44.79,58.66,76.95,60.27,96.91,58.6,112.3,93.18,54.6,150.45,53.41,73.29,60.4,92.07,148.24,91.56,70.79,45.92,40.51,16.19,45.7,9.41,43.45,82.2,60.5,33.75,52.0
2015-10-21,113.76,149.82,42.2,53.83,93.54,102.52,33.78,86.13,2.1,192.15,10.76,168.75,61.34,35.9,135.54,71.16,74.73,51.18,93.99,160.31,61.59,61.27,259.0,275.93,60.82,60.65,671.8,642.61,59.84,555.77,44.15,44.31,58.94,76.51,60.23,96.06,57.94,111.56,92.71,54.62,150.09,50.43,71.55,61.75,91.57,142.79,91.32,68.67,45.08,40.2,16.07,45.29,9.11,43.12,79.91,60.31,33.6,51.13
2015-10-22,115.5,156.0,43.5,48.27,87.76,106.46,34.75,88.46,2.14,191.87,11.04,176.88,62.22,36.09,137.83,72.53,75.97,52.39,90.65,166.76,60.78,64.0,253.04,294.49,61.54,61.55,681.14,651.79,61.4,563.91,44.5,45.99,59.17,72.5,60.75,99.47,58.46,114.09,92.8,55.63,152.31,52.08,73.0,63.4,93.08,139.41,92.41,72.76,45.97,40.23,16.21,46.7,9.09,43.58,80.79,60.65,33.96,52.59
2015-10-23,119.08,155.79,43.6,50.34,92.76,107.99,34.9,87.86,2.21,191.94,11.05,181.71,63.45,37.11,139.99,74.08,79.09,52.58,90.4,171.16,67.97,63.73,268.55,295.87,60.36,61.68,719.33,702.0,61.05,599.03,43.99,45.67,57.48,74.59,61.28,99.17,57.63,116.08,93.13,55.86,155.75,53.53,72.03,63.62,93.58,140.95,92.49,73.84,46.49,39.99,16.44,46.89,9.14,43.56,81.85,59.93,33.74,52.39
2015-10-26,115.28,156.54,43.61,51.87,92.92,107.97,34.88,88.84,2.15,192.45,10.88,181.02,63.51,36.83,139.77,75.37,79.16,52.68,89.19,170.01,68.27,64.07,271.57,294.92,60.59,61.82,731.12,712.78,61.4,608.61,44.41,46.47,57.82,74.19,61.16,99.53,58.2,115.5,93.63,56.3,158.58,53.83,69.0,61.53,94.35,141.74,92.72,73.78,45.38,39.98,16.33,46.39,8.77,43.72,82.04,61.81,33.66,53.61
2015-10-27,114.55,156.73,43.88,52.58,94.13,107.87,34.88,88.05,2.15,193.27,10.87,178.57,63.15,37.05,139.23,75.55,77.95,51.93,89.53,176.59,67.09,64.5,285.77,293.55,60.38,60.29,732.82,708.49,61.06,611.01,44.49,46.46,57.67,74.01,60.92,99.27,57.93,113.0,97.54,53.76,161.98,53.99,65.29,61.39,94.0,144.69,92.78,73.8,44.14,40.23,16.27,46.24,8.73,43.65,81.08,61.87,33.21,54.1
2015-10-28,119.27,158.08,44.76,53.26,98.58,109.73,35.28,88.5,2.18,194.28,11.12,183.3,63.98,37.52,142.13,62.91,75.19,53.58,90.42,177.41,66.3,65.2,287.2,298.27,59.3,62.31,736.92,712.95,61.44,617.1,44.03,45.86,57.07,74.45,63.89,100.87,57.73,115.98,97.5,54.22,162.67,54.43,65.55,61.86,97.07,141.8,94.79,76.42,46.05,39.81,16.54,46.8,8.99,44.05,81.4,62.22,33.42,55.5
2015-10-29,120.53,157.61,45.24,54.1,70.4,107.95,34.99,88.12,2.13,197.48,11.0,179.87,64.42,37.7,137.36,61.11,75.77,54.29,90.31,175.95,65.7,64.51,304.38,297.85,58.67,62.79,744.85,716.92,61.53,626.55,43.41,45.86,56.21,74.22,63.49,101.96,57.08,115.41,96.82,54.68,160.58,54.4,67.58,59.98,95.52,141.34,94.83,76.38,46.58,39.96,16.74,45.53,8.95,44.15,82.44,62.13,33.55,55.06
2015-10-30,119.5,157.21,44.8,59.55,73.66,107.2,34.76,88.66,2.12,198.43,10.95,180.26,63.75,37.76,138.98,60.82,76.25,53.52,89.74,176.0,65.46,65.17,308.47,297.31,59.02,61.88,737.39,710.81,60.47,625.9,43.68,46.22,56.65,73.26,63.06,102.23,57.36,115.36,96.51,54.82,158.18,54.22,66.88,60.12,95.31,139.15,93.31,76.82,47.13,39.19,16.77,45.66,8.93,43.73,81.53,63.0,33.51,55.19
2015-11-02,121.18,159.92,45.43,63.38,76.5,107.6,34.57,89.91,2.19,200.38,11.02,185.06,64.51,38.59,138.56,61.78,77.13,54.24,91.41,180.76,66.37,66.75,314.91,298.42,59.54,61.8,747.74,721.11,60.5,628.35,43.92,46.47,56.89,73.94,63.74,104.06,57.31,117.21,97.83,55.44,162.31,55.07,67.38,60.34,97.43,139.86,94.7,77.58,47.94,40.01,16.89,46.28,9.17,43.68,82.93,63.03,33.61,56.89
2015-11-03,122.57,158.75,45.51,62.43,79.82,107.31,35.82,90.36,2.28,198.7,10.93,186.75,64.04,38.27,138.71,63.11,77.68,54.67,91.24,177.67,66.93,65.33,309.31,300.59,59.72,63.16,748.82,722.16,57.85,625.31,43.87,46.5,56.75,74.03,60.96,103.28,57.73,117.8,97.67,55.72,162.46,54.88,70.84,60.66,97.21,137.05,94.62,76.82,49.87,39.67,17.0,43.15,9.38,43.92,83.51,63.19,33.63,57.93
2015-11-04,122.0,158.91,45.18,63.8,80.28,106.52,36.99,91.01,2.2,199.34,10.82,186.65,64.17,38.34,138.19,62.22,77.41,54.22,91.16,175.46,66.53,64.7,307.67,301.87,60.11,62.89,755.31,728.11,58.03,640.95,44.21,45.63,56.71,74.07,60.8,102.23,57.98,115.89,97.47,56.18,161.88,54.93,70.22,60.49,97.77,135.34,94.46,77.01,49.39,38.26,16.87,43.02,9.38,44.01,82.89,63.04,33.48,57.83
2015-11-05,120.92,158.99,45.18,62.77,81.61,106.09,37.36,90.55,2.2,200.34,9.88,187.31,64.17,38.3,137.3,61.7,78.06,49.43,92.69,173.44,66.39,64.16,309.43,299.11,60.03,63.55,760.67,731.25,58.05,655.65,44.02,45.6,56.49,73.93,62.0,100.87,58.19,117.05,97.89,56.48,161.22,54.7,70.1,60.36,93.39,136.04,94.8,77.66,49.27,38.27,16.81,43.07,9.2,44.09,83.83,62.54,33.34,63.49
2015-11-06,121.06,159.26,45.63,64.13,81.09,106.0,35.0,90.69,2.15,198.72,10.2,188.97,64.32,38.14,138.62,62.38,78.08,50.68,89.39,172.15,67.17,64.27,301.57,297.95,56.99,64.07,761.6,733.76,57.09,659.37,42.55,45.34,53.96,74.3,61.93,98.03,55.44,119.28,97.61,56.21,160.46,55.17,68.6,61.7,93.52,133.98,93.57,78.24,47.67,37.09,17.05,42.13,9.09,44.06,84.9,59.81,33.16,63.88
2015-11-09,120.57,157.47,45.05,63.23,79.65,104.88,34.05,89.8,2.11,194.9,9.9,177.87,63.56,37.92,136.33,61.83,77.31,49.92,87.6,172.64,67.08,63.68,296.82,296.73,56.81,63.52,754.77,724.89,57.08,655.49,43.14,44.65,54.43,73.42,61.21,97.11,55.79,117.39,97.4,56.02,159.63,54.9,67.9,60.96,92.2,133.77,92.43,77.24,53.94,36.22,16.81,41.52,8.61,43.65,84.07,59.49,32.84,63.51
2015-11-10,116.77,157.59,45.76,62.3,81.87,105.07,33.86,90.28,2.02,194.11,10.07,177.05,64.31,37.98,136.72,61.65,78.57,49.58,88.81,172.38,66.1,63.33,306.7,297.57,58.15,63.32,758.26,728.32,56.79,659.68,43.81,44.49,55.1,73.37,61.35,97.13,56.63,116.55,98.87,55.97,158.37,54.44,63.42,59.97,92.16,135.27,92.98,76.99,53.31,36.47,16.76,40.63,8.35,44.02,84.87,60.94,32.79,63.36
2015-11-11,116.11,159.05,45.07,60.86,79.73,105.1,34.57,91.21,2.07,194.67,10.05,176.78,64.37,37.66,136.8,61.42,77.57,48.9,89.11,169.54,65.59,65.01,309.76,294.73,58.83,63.12,765.25,735.4,57.21,673.25,44.22,44.39,55.56,72.91,60.67,97.62,56.89,116.05,98.24,55.77,156.86,54.73,61.01,59.9,91.45,134.19,93.89,77.88,49.4,36.84,16.79,40.51,8.08,44.23,84.39,61.3,32.92,62.12
2015-11-12,115.72,156.3,44.19,60.23,79.36,104.32,35.01,90.84,2.0,164.64,9.73,171.29,63.32,37.49,135.3,60.44,76.68,46.92,88.75,166.13,64.0,64.68,300.04,290.82,58.43,62.55,756.53,731.23,56.76,665.6,43.5,43.9,55.32,71.98,59.38,97.35,56.47,113.75,96.91,54.09,150.98,53.91,58.5,59.46,90.59,133.43,92.8,76.36,48.9,36.56,16.53,38.51,7.82,43.27,82.76,60.58,32.69,61.75
2015-11-13,112.34,155.65,43.96,59.86,80.12,103.15,34.59,89.02,1.99,161.62,9.8,167.53,63.22,36.77,137.38,58.57,75.96,47.62,87.49,166.44,63.67,63.69,299.63,286.35,58.49,62.41,740.07,717.0,56.28,642.35,43.13,43.45,55.06,71.2,59.31,96.38,56.01,112.49,96.59,53.76,151.55,53.0,60.05,58.13,89.58,132.55,93.1,75.6,48.97,36.35,17.24,37.76,7.99,42.98,82.15,60.25,32.31,60.45
2015-11-16,114.175,158.21,44.88,60.01,78.77,106.33,34.95,89.765,1.99,164.22,9.81,172.07,63.67,37.33,140.35,59.14,76.85,47.98,88.67,168.91,65.15,64.72,298.71,287.14,59.98,63.12,750.42,728.96,56.77,647.81,43.93,42.83,56.21,71.66,60.66,98.05,56.83,113.47,97.3,54.9,154.5,54.53,62.11,58.48,90.17,135.06,94.37,77.09,50.49,36.53,17.74,38.24,8.29,43.54,83.47,61.11,33.04,60.93
2015-11-17,113.69,157.03,44.77,60.38,79.01,106.29,36.12,90.29,1.98,164.09,9.54,170.45,63.5,38.38,139.47,58.73,77.54,48.52,88.44,171.21,65.28,64.59,297.32,284.49,58.98,62.71,745.98,725.3,56.68,643.3,42.86,42.3,55.05,71.11,61.0,98.35,56.05,112.97,99.17,54.24,157.6,53.87,61.12,59.3,90.26,136.25,93.67,77.01,49.71,36.72,17.815,37.2,8.27,43.23,83.98,60.55,33.26,61.25
2015-11-18,117.29,157.39,45.8,60.99,78.79,107.88,36.87,91.27,2.12,164.44,9.73,176.34,64.92,39.34,139.43,59.25,78.09,50.81,89.31,176.65,66.33,65.85,310.8,287.7,59.3,63.5,760.01,740.0,57.06,663.54,43.22,41.75,55.41,72.15,61.96,99.66,57.06,115.47,100.31,55.93,160.92,54.8,61.74,60.74,90.73,137.3,95.01,79.2,50.1,36.82,18.13,37.41,8.41,43.81,85.53,61.9,33.54,61.25
2015-11-19,118.78,158.38,45.73,60.55,78.19,107.28,37.01,91.76,2.14,162.37,9.57,176.71,65.37,38.5,139.96,59.21,79.23,50.69,90.41,174.48,67.39,66.68,302.05,286.07,60.45,63.37,759.94,738.41,57.46,661.27,43.7,42.3,56.32,72.74,61.98,99.63,57.27,114.97,99.19,55.79,159.49,54.58,59.64,59.77,91.5,127.86,93.82,78.8,49.54,36.98,18.2,36.43,8.76,43.87,85.67,62.4,33.62,62.39
2015-11-20,119.3,158.95,46.01,61.11,81.24,107.97,37.51,91.81,2.22,162.82,9.67,175.26,65.66,39.28,139.29,56.92,81.86,51.67,91.1,173.59,67.19,66.51,312.46,286.61,61.08,63.34,777.0,756.6,57.13,668.45,44.11,42.2,56.54,72.42,62.21,100.49,57.4,114.49,99.1,56.22,159.91,54.73,58.74,59.42,91.63,131.29,94.86,78.17,49.1,37.56,18.18,35.83,8.69,44.19,86.29,62.51,33.66,60.55
2015-11-23,117.75,158.65,45.44,61.15,81.73,107.84,37.35,91.96,2.22,162.62,9.66,174.82,65.4,40.03,140.18,56.95,80.41,52.11,91.49,175.97,67.21,65.69,301.72,285.66,60.25,63.11,776.7,755.98,57.62,678.99,43.34,42.3,55.99,72.24,62.76,99.94,57.47,113.62,98.73,56.31,162.47,55.38,60.35,56.8,92.33,131.13,94.72,78.59,48.85,37.66,18.13,36.72,9.07,44.11,85.89,62.38,33.46,62.71
2015-11-24,118.88,157.75,45.45,61.13,81.5,107.35,36.84,92.0,2.34,163.19,9.9,175.54,65.39,40.67,139.47,56.62,79.6,53.01,91.44,177.8,67.25,65.18,311.43,285.45,60.09,62.94,769.63,748.28,57.57,671.15,43.22,41.23,55.79,71.63,63.12,99.26,56.88,112.6,98.5,56.46,162.78,54.69,62.02,60.42,92.53,131.63,94.75,79.95,50.91,37.37,18.38,36.04,9.09,44.13,85.61,62.66,33.39,63.08
2015-11-25,118.03,157.63,45.41,60.29,82.08,107.1,37.23,91.77,2.38,164.3,9.88,176.18,65.1,41.34,138.35,57.68,79.61,52.9,91.51,182.24,67.76,66.4,320.26,286.4,59.71,62.43,769.26,748.15,57.5,675.34,43.16,41.31,55.61,71.69,63.15,99.09,57.02,113.02,98.93,56.46,163.95,54.76,61.13,60.25,92.86,131.0,94.51,80.07,50.35,37.85,18.45,36.47,9.41,43.95,84.81,62.19,33.45,62.92
2015-11-27,117.81,157.99,45.42,60.0,83.49,107.46,37.24,92.17,2.33,164.84,9.99,176.69,65.3,41.97,137.9,57.9,79.76,53.11,92.47,182.46,67.65,67.13,319.76,285.53,59.88,62.84,771.97,750.26,57.75,673.26,43.31,41.69,55.94,71.85,63.68,99.68,58.05,113.51,98.99,56.86,163.52,54.96,60.71,60.45,93.66,131.22,94.65,80.86,49.42,38.42,18.62,36.46,9.32,44.0,85.15,62.84,33.57,63.05
2015-11-30,118.3,156.58,44.92,58.15,81.57,107.22,37.66,91.46,2.36,162.73,9.99,177.23,65.24,41.82,136.89,57.61,79.73,53.56,92.09,178.44,66.74,67.21,313.89,286.85,60.19,62.76,762.85,742.6,57.6,664.8,43.76,41.26,56.01,71.64,63.58,99.38,57.76,112.95,98.64,56.46,161.1,55.05,59.9,61.63,93.21,130.38,94.74,79.76,49.18,38.11,18.77,36.49,9.36,43.75,85.52,62.31,33.67,63.47
2015-12-01,117.34,156.9,45.46,59.02,83.84,108.13,38.57,92.55,2.34,162.34,9.98,179.87,65.99,41.06,138.0,57.66,81.17,52.95,93.05,180.28,67.09,68.03,322.49,289.16,61.4,63.5,783.79,767.04,57.89,679.06,43.83,43.26,56.73,72.2,64.12,101.17,57.87,114.61,99.5,56.67,161.98,55.49,60.5,61.57,94.18,135.82,95.7,80.75,49.15,38.77,19.18,36.7,9.48,43.86,85.26,62.59,33.77,64.72
2015-12-02,116.28,155.7,45.22,57.72,84.72,107.59,38.38,92.02,2.27,157.93,9.6,175.73,65.59,40.42,138.5,56.07,81.7,52.28,91.02,176.58,67.93,67.31,317.46,285.37,60.62,62.89,777.85,762.38,57.84,676.01,42.83,43.82,55.33,71.2,63.5,99.46,57.15,113.0,98.85,55.8,160.52,54.59,58.77,60.74,93.43,132.92,94.53,79.49,47.32,38.11,19.13,36.52,9.35,43.46,84.62,61.93,33.56,64.55
2015-12-03,115.2,154.38,44.15,56.12,79.0,105.93,37.62,89.91,2.23,154.78,9.52,170.65,63.1,40.15,135.77,54.81,80.55,52.83,89.34,168.79,65.82,66.1,312.95,281.25,59.39,62.77,768.2,752.54,57.09,666.25,42.25,43.27,54.7,70.42,62.36,97.89,57.41,111.3,98.71,54.71,154.65,53.62,58.14,59.05,92.36,129.43,93.68,77.32,45.76,37.49,18.76,35.61,8.99,42.96,82.99,61.14,33.1,64.41
2015-12-04,119.03,158.22,45.3,57.18,80.5,109.1,38.89,92.58,2.28,155.83,9.32,175.52,63.52,41.1,138.44,56.615,84.91,52.99,90.79,175.76,65.56,67.12,316.5,284.22,60.35,64.49,779.21,766.81,58.51,672.64,43.34,44.97,55.84,71.1,63.99,97.55,58.01,114.94,99.89,55.31,161.43,54.79,56.81,59.21,93.65,132.75,96.65,78.94,45.79,38.73,19.03,35.97,9.34,43.92,86.56,62.25,34.11,65.29
2015-12-07,118.28,157.75,45.56,56.27,79.82,108.94,38.69,89.6,2.355,151.22,9.21,172.6,62.8,40.7,136.81,55.71,86.33,51.1,90.03,179.15,66.47,66.39,316.51,282.86,60.33,64.39,772.99,763.25,58.27,669.83,42.97,45.78,56.25,70.61,62.8,97.69,58.4,113.31,99.98,55.11,158.3,54.71,53.68,58.5,92.83,132.78,96.74,79.01,44.22,38.38,18.91,35.41,9.04,44.02,86.81,61.98,34.27,63.75
2015-12-08,118.23,156.79,45.55,56.67,86.4,108.91,39.36,91.72,2.39,149.88,9.2,169.05,62.12,41.17,132.97,55.1,85.62,49.78,90.43,188.72,66.58,65.85,310.47,282.15,60.69,63.86,775.14,762.37,58.23,677.33,42.74,44.55,55.88,69.91,62.75,96.88,58.45,111.57,100.47,53.83,159.35,54.33,51.82,58.02,92.9,131.6,95.1,78.57,44.87,38.45,18.95,35.27,8.52,43.33,85.84,62.2,33.85,63.96
2015-12-09,115.62,156.05,44.96,56.03,82.78,107.29,38.59,89.56,2.35,153.21,9.26,166.6,61.26,40.98,133.85,53.27,83.51,50.02,89.23,183.16,64.84,65.18,306.41,280.09,60.28,62.9,762.55,751.61,57.33,664.79,42.58,43.65,56.25,69.86,62.18,95.54,57.91,108.83,100.67,54.0,157.89,53.89,50.83,56.65,90.58,132.46,94.23,77.3,44.95,38.27,19.03,35.41,8.74,43.2,84.09,62.56,33.57,63.25
2015-12-10,116.17,157.52,45.31,55.78,84.63,107.6,38.38,88.96,2.45,151.76,9.28,165.86,61.09,41.25,132.51,53.7,84.36,49.21,88.71,187.63,65.03,65.39,305.7,280.16,58.81,62.48,760.04,749.46,57.18,662.32,41.71,44.09,54.88,70.11,60.98,95.07,56.77,108.79,101.95,54.08,159.67,53.56,51.23,57.15,91.03,134.84,93.83,78.08,46.19,37.62,18.75,35.09,9.17,43.45,84.11,61.14,33.67,63.24
2015-12-11,113.18,154.83,44.36,54.04,82.98,105.3,37.22,91.42,2.36,148.85,8.97,152.76,59.71,40.19,130.48,51.81,82.77,47.95,88.75,188.06,65.09,64.59,302.07,268.1,58.59,61.47,750.42,738.87,56.46,640.15,41.72,42.09,54.56,68.86,59.46,93.68,56.72,105.15,102.08,52.91,155.15,52.61,49.55,56.93,89.76,135.78,93.3,76.45,42.92,37.62,18.32,34.22,8.86,43.41,82.29,60.81,33.17,61.1
2015-12-14,112.48,157.63,44.81,55.44,80.7,106.36,37.96,93.26,2.34,147.61,8.83,144.01,59.54,40.25,128.96,51.08,82.15,47.76,88.73,187.79,65.04,64.91,303.02,269.99,58.79,61.39,762.54,747.77,57.52,657.91,41.8,41.77,54.54,68.83,58.42,94.04,56.72,104.96,102.53,53.42,158.11,52.83,47.59,56.82,90.11,135.53,94.08,77.45,43.49,37.85,18.05,34.18,9.0,42.79,81.43,60.86,33.6,60.74
2015-12-15,110.49,148.13,45.59,56.39,84.43,106.72,38.71,94.02,2.36,156.17,9.25,152.24,60.92,40.81,131.5,51.755,82.13,48.68,89.65,186.21,65.84,65.43,304.66,267.99,59.31,62.7,760.09,743.4,57.34,658.64,41.94,42.595,56.04,70.15,59.94,95.61,57.19,105.88,101.69,53.33,162.615,52.43,48.8,56.55,90.97,135.02,96.69,77.75,45.27,38.49,18.46,34.86,9.12,43.56,81.85,61.59,33.81,61.09
2015-12-16,111.34,149.95,46.05,57.63,86.54,109.08,39.21,95.56,2.54,160.82,9.37,159.08,61.7,41.43,132.21,53.275,82.75,51.83,90.96,188.91,65.76,66.46,309.07,273.3,60.76,63.38,776.59,758.09,58.95,675.77,43.0,43.2,57.01,70.71,60.93,97.5,58.79,107.56,101.59,54.35,164.58,52.87,47.67,57.53,91.73,137.78,96.92,78.16,44.8,39.78,18.5,35.4,9.24,42.53,82.55,63.26,34.4,61.93
2015-12-17,108.98,148.85,45.26,56.38,85.67,103.26,38.87,94.2,2.56,153.07,9.2,157.73,60.38,40.78,130.36,52.59,81.13,52.42,90.86,185.79,64.77,65.62,309.51,269.06,63.71,62.37,769.83,749.43,58.43,670.65,44.03,42.46,57.42,69.57,60.13,96.09,59.29,105.1,102.34,53.55,161.43,52.73,46.73,56.12,91.36,139.01,93.27,76.51,42.95,39.53,18.06,34.29,9.15,41.26,80.89,63.14,34.03,60.74
2015-12-18,106.03,146.92,43.7,55.74,87.6,101.93,38.47,91.31,2.45,149.57,9.06,153.75,58.29,40.1,127.85,52.32,79.95,51.18,90.5,182.13,64.16,64.65,306.58,266.94,62.46,61.33,756.85,739.31,57.13,664.14,43.2,41.09,56.28,67.87,59.6,94.6,59.55,103.08,101.88,52.95,158.8,51.64,45.67,55.17,90.6,137.75,90.99,76.21,42.69,39.39,18.1,35.0,9.23,40.08,79.09,62.81,33.6,59.52
2015-12-21,107.33,147.48,44.04,56.2,88.32,102.99,38.74,91.62,2.53,149.65,9.16,154.23,58.48,40.83,129.95,52.675,82.5,51.46,91.24,185.07,64.21,64.76,309.92,270.53,61.93,61.3,760.8,747.77,57.44,664.51,42.86,42.4,56.55,68.4,59.97,95.56,58.27,105.43,102.89,53.08,159.28,52.1,46.55,55.83,91.09,139.53,90.8,75.98,42.53,39.52,18.52,35.31,9.32,40.31,79.96,62.08,34.09,60.16
2015-12-22,107.23,148.97,44.48,57.59,87.68,103.76,39.21,93.82,2.77,147.83,9.29,157.92,59.28,41.22,131.55,52.975,81.72,54.31,90.95,187.07,65.42,65.17,310.59,273.7,62.29,62.5,767.13,750.0,57.77,663.15,43.2,42.895,57.21,68.85,60.73,96.42,59.03,107.17,103.16,53.42,162.3,53.03,48.55,56.015,91.85,140.19,91.07,76.35,42.78,39.52,18.755,36.41,9.56,40.51,80.48,62.43,34.41,60.985
2015-12-23,108.61,151.16,45.1,58.58,88.25,104.42,38.84,94.7,2.83,149.06,9.54,162.65,60.32,41.77,133.18,53.25,82.16,56.29,91.18,187.39,65.12,65.82,310.57,278.35,62.88,62.89,768.51,750.31,58.43,663.7,43.85,43.29,58.25,69.97,61.41,98.5,59.57,108.68,103.94,54.17,162.72,53.54,51.5,56.48,93.3,140.51,91.76,77.1,45.71,39.7,19.09,36.68,10.19,41.02,80.96,63.27,34.78,62.04
2015-12-24,108.03,151.19,45.1,58.46,90.33,104.23,38.92,94.3,2.92,149.13,9.58,163.1,60.18,42.14,133.19,53.04,82.12,55.95,90.98,189.41,65.39,65.61,311.23,278.2,62.69,63.14,765.84,748.4,58.29,662.79,43.68,43.81,58.4,70.16,61.7,98.14,59.83,107.94,103.95,54.29,163.55,53.42,51.22,56.8,93.35,140.56,92.05,77.29,45.8,39.62,19.11,36.65,10.12,41.15,80.88,63.17,34.66,61.85
2015-12-28,106.82,151.22,45.03,58.75,88.97,104.08,39.03,94.2,3.0,150.55,9.46,163.25,60.39,41.78,132.6,53.18,82.42,56.75,91.76,189.1,66.34,66.31,308.88,278.14,63.23,62.64,782.24,762.51,58.27,675.2,44.04,43.23,58.6,69.76,61.6,98.37,60.61,107.8,104.19,53.94,161.73,53.17,49.69,56.45,93.83,140.03,92.0,78.34,44.92,39.82,19.0,36.5,9.98,41.32,80.94,64.22,34.76,61.86
2015-12-29,108.74,152.89,45.82,59.45,92.83,105.32,39.58,95.33,3.0,152.2,9.61,162.66,60.94,42.36,133.2,53.33,82.77,56.73,92.0,191.88,66.37,66.96,314.49,280.3,63.38,63.19,793.96,776.6,58.92,693.97,44.12,43.5,58.89,70.55,62.54,99.41,60.6,108.58,104.77,54.55,164.44,53.45,49.73,57.31,94.36,141.85,93.84,78.34,45.45,40.36,19.26,37.09,10.13,41.57,81.99,64.25,34.93,62.22
2015-12-30,107.32,151.91,45.27,59.8,92.12,105.86,39.43,95.28,2.98,151.4,9.5,160.74,60.52,42.17,132.26,52.9,81.44,56.34,91.39,191.31,66.1,66.61,315.06,276.77,63.45,62.81,790.3,771.0,58.8,689.07,44.0,42.8,58.9,70.16,62.51,98.1,60.45,107.29,105.02,54.18,163.29,52.93,48.38,56.55,93.72,140.96,93.54,78.03,44.81,40.36,18.96,36.88,9.96,41.38,81.37,64.15,34.74,62.25
2015-12-31,105.26,150.64,44.91,59.24,90.28,104.5,38.71,93.94,2.87,150.51,9.57,159.76,59.9,41.81,130.11,52.63,80.51,56.01,90.36,190.75,65.85,65.92,312.5,276.57,62.45,62.09,778.01,758.88,58.21,675.89,43.23,42.35,58.27,69.55,61.97,96.95,59.75,106.42,103.71,53.59,162.33,52.23,48.58,55.32,92.5,139.44,92.21,76.61,44.47,40.03,18.67,36.68,9.87,40.94,80.54,63.04,34.41,60.93
2016-01-04,105.35,146.82,42.93,57.61,85.24,101.83,37.62,91.97,2.77,152.24,9.43,155.99,59.18,40.69,129.19,52.31,78.4,55.55,89.11,184.68,64.27,64.53,307.47,271.71,62.28,60.67,759.44,741.84,57.39,636.99,43.03,40.91,58.33,67.59,60.43,96.7,60.32,104.25,101.87,52.65,158.34,50.87,49.13,54.44,90.1,139.21,90.71,75.18,44.43,39.65,18.47,35.84,9.71,40.2,78.52,62.37,34.35,60.31
2016-01-05,102.71,147.46,42.92,57.37,85.0,102.36,37.14,92.34,2.75,151.2,9.56,154.73,59.1,40.55,126.88,52.02,77.09,54.7,90.34,184.9,64.95,64.46,308.73,274.05,62.56,60.53,761.53,742.58,58.55,633.79,43.54,40.52,58.81,66.55,60.64,98.61,60.15,103.84,103.36,52.38,158.17,50.3,48.52,54.04,89.42,141.24,91.26,74.76,43.53,40.66,18.49,36.24,9.27,40.31,79.83,62.6,34.59,60.39
