Date,AAPL,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANSS,ANTM,AON,AOS,APA,AIV,AMAT,APTV,ADM,ARNC,AJG,AIZ,ATO,T,ADSK
2015-05-29,2.4568881191917247,3.072451582826592,0.9403142280416785,3.5851385178386628,4.309872112617574,2.7152220570717116,1.0385878987579016,1.9580664032529707,0.2373562455216526,3.7494034892799046,0.5235730135950195,4.786114083742518,0.8286653894568016,0.6853406716065917,2.8089224817489655,2.6864213312897833,1.7628131328200727,4.060826903629716,2.678520145433216,9.057738987461065,2.6113690804970964,1.3462359641556896,7.740799742256253,7.345017333728273,1.0906596122670444,1.6258640119366476,10.795698997108445,12.119188053157558,0.9697776989138764,25.904500115673574,0.7455478969634333,3.305435981354975,0.8734208348798627,1.4465903413957495,1.7196284580973313,1.3398696707005189,0.8565100650462117,3.2838826191716617,3.342534239352348,1.007683700710708,4.285921680800346,1.2039356365475373,4.901098965889805,2.82296076090812,1.55281313881214,5.207829980648587,1.8715919309326527,2.497806947708872,3.720017085800012,0.9091364717652791,1.6556044520642428,,2.342149430502295,0.40118412302203404,0.8752713219371944,1.9452277980844974,1.101720213746917,0.7833093637395322,2.271673657818639
2015-06-01,2.4915377911986827,3.04483929422945,0.9634046266114056,3.5748127484444114,4.332000503414323,2.7297671668679775,1.0619383726679525,1.985954039329129,0.23318409775610152,3.762435422799314,0.5258755411176312,4.7859336147685285,0.8437452824726737,0.7001938996985932,2.758287788723995,2.6710339031134835,1.7662637638857341,4.058090402130586,2.6605462832703703,9.035896304954962,2.6837063870236246,1.3151887149500479,7.8751647440393,7.121615548637774,1.0901528426505038,1.6687185448483812,10.167182396037932,11.476159566241265,0.8256754639392938,26.19415033998799,0.7524840032460318,3.362760224530376,0.8656080942790058,1.4304049049449807,1.7235400027973928,1.23753375802833,0.863344878093984,3.2641579450749774,3.136292946509865,1.0111086380632714,4.3174947117695295,1.2021653721185264,4.8906889974784,2.895024291731823,1.563877921240078,5.331265047401724,1.8836037329010797,2.5853677573370635,3.7707902182508692,0.904582355171805,1.6347424251576137,,2.3926685277354616,0.39626847031395057,0.8686187977583987,1.9804486451706276,1.0962779736363617,0.7880365896750378,2.3201060195797942
2015-06-02,2.5136415387461657,3.069992252332018,0.9788067219170736,3.5140641520050244,4.348880741129262,2.724936587662058,1.0855030336936968,2.024451903225802,0.22929483832253036,3.8422248880558865,0.5150624996357939,4.784506949667019,0.8411341549756752,0.7073016082066645,2.7460329887205317,2.6317347973884133,1.7582075088190743,4.056870701292515,2.6740234977775947,9.089880547156953,2.7746619837907773,1.259969015850671,7.8663211884301285,6.743167540153276,1.0844066174016083,1.7019491235665758,9.826935175142365,11.039207763412456,0.7980077417745751,26.381633198609652,0.7828976309613551,3.426132185338504,0.8622404628751686,1.4278457163961282,1.7511184077514574,1.2287313171386753,0.863344878093984,3.244128198509153,2.8258376889106085,1.0096911201907999,4.282046427014425,1.202396042465969,4.857480677375179,2.9083252602157237,1.5559829309332887,5.249999666397386,1.9127854389850512,2.6334378295794263,3.808856980404368,0.8813383986196158,1.6169630698346413,,2.412001185222363,0.37662176623536536,0.8370761597221497,2.0153761687821197,1.071455001019203,0.7948367810277617,2.3870812423008645
2015-06-03,2.5390025177833495,3.0430835675134107,0.9944790391566959,3.44708964282186,4.304433068308538,2.730664143878983,1.1221285104959347,2.0666367434502186,0.22487188756980814,3.9469252997788637,0.5003089441015635,4.806024750072001,0.8364434223962987,0.7163509815820328,2.7023663777415887,2.5851345064940774,1.7535224517241121,4.064436955884734,2.7112511965599047,9.126622069280657,2.8939679912644625,1.230412452090614,7.913044147710318,6.376681291532914,1.1111383179343208,1.722157397479949,9.423669389731296,10.509226189683655,0.7503522901424267,26.635424263149257,0.8241162189720642,3.5032814520394093,0.8836371133121189,1.42900039140804,1.8206762495429036,1.2520021818178508,0.883586681502645,3.176425926519831,2.5395017973080725,1.011626354617155,4.236615843630012,1.2022300841108635,4.812343272082879,2.9151485072306094,1.5989499467473032,5.193050274953012,1.9580935614725465,2.7229010524150614,3.847482245932825,0.8760835260594743,1.5923193540057445,,2.4220501366418357,0.38292551384378715,0.8111124222831044,2.069658634752784,1.0566584549396745,0.8163798239478678,2.4271828939837783
2015-06-04,2.523031262472164,3.0883546530923116,0.994118921145012,3.3875784394779465,4.218243465929052,2.63832965369788,1.1411048640394503,2.0805580028221597,0.21940229219223853,4.029185261322326,0.48243263046548973,4.6008816736730775,0.7936581078086277,0.7193742572777267,2.730766619043777,2.511649179942742,1.7487885314364313,4.058491481738579,2.7425946465856534,9.270513646871821,2.984929827223133,1.1581965817742883,7.808869721520536,5.628101352188768,1.1558189187244456,1.7483323450364239,9.372533999965958,10.406257060532747,0.7403743708688838,26.573591498727392,0.8707497094441686,3.5967164983091178,0.9087287948551237,1.4282838661345125,1.8366021500659884,1.2514402437254615,0.9009781878132774,3.2019009007981185,2.1824721379133853,0.9874669271441205,4.132945157016194,1.2055386657325606,4.729297567316498,2.867933166884703,1.5629146139169898,4.9810247964245535,1.94421333923893,2.760398828958482,3.884881732234105,0.8849833220044444,1.583284371083585,,2.38757011906379,0.3945737527100218,0.7616696460523826,2.0849048807036485,1.0452555711593063,0.8372942702032874,2.5240499848995075
2015-06-05,2.4320129766601815,3.1620666336243333,0.9905476856336177,3.3418285701230124,4.110870428262867,2.4764566620213033,1.16108816825567,2.095164629198935,0.2158006213894894,4.135661947713237,0.4601811237617916,4.381014045605894,0.7806874234335535,0.7372505036178197,2.7735201887291696,2.4677886710861077,1.749625908361274,4.033162737439024,2.8143587191401283,9.398832147371492,3.073793874889911,1.092745919263733,7.784613434697973,4.946644745409633,1.22458860842611,1.7958110312299012,9.367697214077861,10.401279520852453,0.8378517053905981,26.33744261401097,0.9443613661255085,3.704624582602474,0.9574943023240535,1.4283252806503484,1.8510981318625985,1.2920262193207417,0.9566544222528126,3.2033227805138442,1.8272659023705242,0.9664042942201094,4.007689229348902,1.2068965664189577,4.646429417055999,2.8239799968481836,1.5395964050345448,4.771564845356672,1.9392068024320885,2.795421695849702,3.9116705868031563,0.9014641417550066,1.571953110598702,,2.3430230303827373,0.4066559227996172,0.7309604199908988,2.094363595476313,1.070473507880259,0.835031360417894,2.584921251081705
2015-06-08,2.397283767783089,3.2328054100439063,0.9975461418324156,3.3354213135649107,4.0781888185257005,2.3551860314925186,1.1702107106605477,2.1009742477117626,0.2140736679527256,4.2440663929801,0.4383745012997782,4.296888833105564,0.8112091832462369,0.7749753230990086,2.8063756055717453,2.434656083962339,1.765863139407645,4.000978732661425,2.8427826097156577,9.543613090397661,3.1320901082707837,1.0377332288391996,7.784600637822858,4.579351852591275,1.3099783928868822,1.860230614158659,9.356557540262687,10.425836929038585,0.917490112941047,26.185161324991153,1.031235600823937,3.8728455455977655,1.0168193457644674,1.4042930444898334,1.8589192230879723,1.3109314409753352,1.009346309128565,3.1276408457314613,1.563073858461434,0.962155712875661,3.9482647434617304,1.2123283267132645,4.539397963392968,2.747648604371952,1.4920910989136829,4.643396656987378,1.9486126021983803,2.7971988409715007,3.9491781881274806,0.9207050080587382,1.5551835595693628,,2.322684595207345,0.41946626700192174,0.7213659946969616,2.115992267669267,1.1291432055018955,0.8403290147956032,2.649975070504213
2015-06-09,2.338152585723126,3.300048531572617,0.9977485955324608,3.318124683074674,4.063828160987362,2.2067982981716225,1.1823713962389735,2.103045899424149,0.21256602497048005,4.349497181797429,0.40738698131183765,4.1178657566547745,0.8265775193411697,0.7988444337782638,2.8599088524056033,2.3996621275235546,1.8473066667188591,3.9485206376551565,2.894907744204934,9.693525423768358,3.172323067417284,0.9647274138587477,7.788738029022566,4.242455117467888,1.3927238178362398,1.9264637548809613,9.437879972895265,10.568410028460374,0.9808237054857912,25.953229002374837,1.1141327731281034,4.011038758339778,1.0670829740213752,1.396242900532856,1.8654468194398035,1.3596910063570231,1.0505196319799006,3.0742789517945783,1.367626041248276,0.9487620688438693,3.9316892142796913,1.2211685035752706,4.432117560878327,2.658370592870628,1.443106641818557,4.594139779189537,1.942544279247238,2.7642337287835734,3.9648782192881082,0.944915908134879,1.5208148648364066,,2.2920218481817134,0.43705262840988024,0.7010657544698994,2.1332761997999072,1.1807000102161085,0.8377690309103986,2.7158239728846465
2015-06-10,2.3149212320798105,3.277029125138467,1.004867967828786,3.3338024641625847,4.031462268532214,2.108954650416579,1.194881870151126,2.123662974194842,0.2101401704647095,4.540036947011167,0.37560331881832887,4.043567015524663,0.8334659103579397,0.8201973546439638,2.8596412154947095,2.382871343651428,1.8983117313493398,3.893107523102934,2.921642967085253,9.668178708941163,3.2340614780903305,0.9144374949678784,7.75338186828669,4.078799047105331,1.4652498678181929,1.9513380893589527,9.347405082300005,10.435098719007144,1.0065606680826602,25.825273202595422,1.1862965683262021,4.129470387103659,1.1024069198572397,1.373024734265273,1.928429852215304,1.3888130118632647,1.1088953504750256,2.926852009175849,1.4327360238802398,0.9618285903882244,4.005724021502271,1.2063463421319405,4.3681460468951085,2.644695120627938,1.4621534405169783,4.6449553797881835,1.9919948480295535,2.7583016708374624,3.980452647229469,0.9588172298337289,1.4682030890631232,,2.2802254509904447,0.4562280565112225,0.699431468073269,2.202173015160373,1.2306107986902823,0.8429306557454699,2.733892161163291
2015-06-11,2.315408226260918,3.273884038098386,1.0218616554787863,3.3505365579245256,3.964266733516213,2.002179321114339,1.201187062937961,2.1234403033170945,0.2071732503237733,4.7274916456708285,0.351263216772872,3.930440132194844,0.8321923092338683,0.839097308889318,2.85003805604488,2.364912133614522,1.8711742212048825,3.8269675121410476,2.9081678226584247,9.556278988567946,3.3016577585816314,0.8372798808461801,7.679503608825424,3.889545232883246,1.506603768498614,1.966617870217197,9.314546097596294,10.381075996000924,1.0686024454588399,25.66425881416057,1.2318188632523577,4.195132012090918,1.1238032052222355,1.360772244607886,1.993510226359211,1.398174314035695,1.1590657035236578,2.8026400185266827,1.430995031319425,0.9799599899592671,4.027022335577812,1.1961592372689878,4.304229463119519,2.609101002986485,1.5279893457343807,4.679436624065041,2.0618965818208017,2.8092621776991464,4.0002397385783794,0.9618974891645443,1.4274764659126602,,2.2555076595435954,0.47697268040537893,0.7044591426164303,2.2503035514006307,1.264981677364469,0.8478464576910246,2.760157096313129
2015-06-12,2.3149720257975974,3.2539330569302134,1.0312380250973932,3.345214049040559,3.901134338150099,1.954426606854676,1.2128685327287743,2.158361017316942,0.20450731411229048,4.92144600897028,0.3419087333206077,3.8866743950460774,0.8407258096464182,0.8808140815902463,2.8044869013174445,2.360170471375845,1.8321918891437317,3.7476040217657456,2.858738610065293,9.330595070976539,3.367080815831276,0.8174650599833132,7.412587279046921,3.8257774956639112,1.553029152341509,1.977829547133453,9.122159127083863,10.129809227864992,1.1387657606492434,25.486760476160978,1.2743237821271474,4.216302108188413,1.1349583605692157,1.3212840014280238,2.056654735380942,1.4118127446614523,1.2193144781434428,2.6405838465855265,1.4742031362758374,0.9963475671553247,4.028918672659402,1.1523305297168367,4.295770946244524,2.5745169847569516,1.5654391452605043,4.69369283500483,2.1005049164319556,2.895826609348794,4.051957830467505,0.9478950214825753,1.378019601674412,,2.2457924249180166,0.4971596158335906,0.7086781679738482,2.290076226743063,1.296849463535949,0.8547791203771758,2.787977441314201
2015-06-15,2.31729068588315,3.298624413691112,1.0328184656806052,3.354643880499356,3.839197225851138,1.8704095672210646,1.208691555122217,2.1733838904599234,0.20167692111016045,5.014582362588822,0.32803661777135257,3.75753728024471,0.8595663076738823,0.9312328715294238,2.838609167470893,2.3632525390992387,1.7891873845897635,3.629766284051378,2.798912843827887,9.055526264784616,3.4381607058932038,0.8028790707569994,7.120550913428765,3.7326729036510096,1.6075909179023191,2.001318287281072,9.027711697643621,9.986677881354398,1.224937897653294,25.154655573607602,1.3242675835224098,4.212709431666233,1.1618962073309915,1.2891855594831705,2.125698024272347,1.4499210576600803,1.3062823428807735,2.5492613032193043,1.5095224204538906,1.000537087407008,3.950044871196138,1.1171444630898908,4.247983117312432,2.551110009598411,1.566026729501747,4.768896353389919,2.145898432998584,2.9477130606854693,4.088320400918316,0.9365922573335832,1.3320449106797534,,2.209001205903598,0.5179125856046245,0.7127802452131802,2.311926459644038,1.3338196606009696,0.8546491499390476,2.8346899348669865
2015-06-16,2.3045989929619046,3.2982390225266696,1.0387531095495512,3.346913478192781,3.7397717535113832,1.8378181841427186,1.2086499069034267,2.20701771545397,0.1965827229162111,5.123907738091604,0.32489268110760283,3.7652753142485906,0.867705331534189,0.9668598336124504,2.8197169539804925,2.363464903244754,1.734816773405238,3.5243387607556915,2.5896674033333102,8.836987194944692,3.5341580598624103,0.8071519819920128,6.675437724490896,3.691732904227897,1.6258895783244145,1.9969209349243098,8.861776636907408,9.712668090366154,1.2817896541609497,24.94859939047885,1.3562178528565016,4.19230591575124,1.168273195741038,1.2093720063395692,2.1720519601321704,1.411846519002731,1.3891241296074577,2.3141907775296526,1.533225570396404,1.006444432385757,3.8161904746356936,1.0740987024472382,4.220210319550749,2.5462878971327063,1.5793435845919985,4.9035170446095915,2.2118628483445852,3.010217679874014,4.096968960221309,0.857688655928548,1.276824771523163,,2.18229390015795,0.5367347133755713,0.7273048110219369,2.3704973136715948,1.3398304555866587,0.8579981134663858,2.8789628350587932
2015-06-17,2.3042495913806675,3.2879704170319153,1.0456671970591989,3.3537822943605216,3.6762938227495447,1.806411337681283,1.2066970930162304,2.2085755996520713,0.18944005730239247,5.223629428546792,0.32367116429930604,3.7656854629202816,0.8749897658804104,1.0062790859746837,2.8067420595239243,2.3666875033895463,1.720783842874618,3.3988006317616315,2.3690753398956694,8.714681553348454,3.569514672893227,0.805899434361894,6.288411150859717,3.6519003488858846,1.6341850454314688,1.983312436389935,8.652529640153636,9.438681558841267,1.3142608822705584,24.64220341670398,1.3792110554926462,4.187322236719332,1.154358909319539,1.1545142422653365,2.2074036375816988,1.3603315793031863,1.4593153336198128,2.1187296255043426,1.5482548586536058,1.0149227100349538,3.7993539918845878,1.0397116478785997,4.180422014622289,2.534043979737267,1.5911255388013232,4.985504853479224,2.2848538629726973,3.0578491896538593,4.119009411384413,0.7845747345692062,1.2260610071364217,,2.152407002394001,0.5565605382780431,0.7453161464721906,2.420269974902052,1.3473914848919613,0.8634705134998123,2.9159153322029634
2015-06-18,2.2997942965614593,3.225919091212775,1.0832502358394942,3.364518988295191,3.602002205302722,1.682673216207436,1.2073094795364472,2.2198627785630554,0.18392033017887557,5.3549450613586975,0.3205684833890741,3.75593771345373,0.8757163976079945,1.0311449946539957,2.77498805922,2.3600589786630413,1.6893553746683794,3.2667555519441884,2.164150979778658,8.728406464342749,3.589818873985517,0.8047482499281671,6.138381602715976,3.6074437480688433,1.6381664685040593,1.9649985264726142,7.910713097825626,8.477112777245381,1.3265118866073728,24.452441011760087,1.3986507925668723,4.179569405652519,1.1424773730899758,1.1379634276689865,2.2408635530251972,1.3353849505298,1.4951641445704527,2.01360415546759,1.55422256075552,1.039006152681877,3.7342322316868737,1.0239040716896133,4.151103627673407,2.540581024508004,1.619731869070751,5.064854764483165,2.374559227609146,3.109518356076991,4.158158151037484,0.7319034081558193,1.1669368462377834,,2.119456811341332,0.57656101053578,0.752469756510749,2.495836187900982,1.343605687297392,0.869532051566002,2.9294383198928333
2015-06-19,2.2313747551727023,3.2313967174834675,1.1087286453589718,3.3418001339986283,3.5707404595375674,1.4442469055854898,1.1969415444099598,2.1835314057089903,0.18309908635415986,5.474495717559958,0.30843673636417107,3.6532159464520855,0.8826118629187729,1.0648747837585106,2.793627918881207,2.325640911602044,1.6894666945117454,3.0905335459868484,2.034929800702077,8.873695724962044,3.6166076396547493,0.796461010497484,6.157565407806027,3.4418409991278827,1.652368066136806,1.9851415580884182,7.649958259829056,8.026511194108803,1.3382081260777343,24.046254845850164,1.4257083778006603,4.17223170087893,1.1527954111146426,1.1390946325574483,2.2331603356556458,1.342210789056499,1.535712131687604,1.9797829233857738,1.5640933548221265,1.033327396556695,3.7342823479156526,1.0240272220075006,4.161593414278046,2.4258436050840992,1.6323651777240715,5.109062458909326,2.3722130600474958,3.1358838219284935,4.2274920608197135,0.7107293937825344,1.1502655551904817,,2.0777436357306276,0.5948589539892848,0.7298068005313246,2.5457151937044276,1.3485888313931111,0.8641062624286318,2.9755430876844517
2015-06-22,2.180621281591154,3.230064713105247,1.1347527543739717,3.2922209759981613,3.564470610688676,1.5031309978207614,1.1828199899101768,2.2093466372571062,0.18251915385904843,5.674579563310339,0.2946837814903363,3.642098990485641,0.8855736434459174,1.085312251665763,2.789686711649272,2.291313483313278,1.7055114712399644,2.8876175545322695,1.9677289384316452,9.116283754443256,3.637091344237555,0.7962187474463569,6.266298421233365,3.3806279754618656,1.6716632250106762,2.0106043445960395,7.542708771682418,7.689678218345446,1.3407035424360154,23.49007221402367,1.4532442860036214,4.149043841930302,1.1666401126921466,1.165218099902016,2.2286824348659677,1.3484861149673255,1.5770893235525163,1.963170580671652,1.5680290626269662,1.0254168092870437,3.7404219857331027,1.0251208968250107,4.183712891597813,2.287307529490297,1.6731580985067367,5.298751201347571,2.3842685692198162,3.1721983457269576,4.2700748581008785,0.6935304546488732,1.1353793761045938,,2.0248245791354615,0.6174081051958783,0.7161291704019903,2.592405656990321,1.3561374507441273,0.8627844000119466,3.0023012313250437
2015-06-23,2.0965974503093094,3.2170365482136827,1.1575668398414665,3.239239640151329,3.534461861403733,1.5415477217817595,1.1763000110948454,2.286661968687,0.18005435070844253,5.88847074235885,0.273176491448704,3.575657384938131,0.8880375749163163,1.1163859669122653,2.763849619193143,2.2727839069856097,1.720390467766534,2.6919617266694367,1.910616607069332,9.380936509872585,3.6337499735199956,0.8022139386657183,6.504695694146134,3.3936731762383183,1.7100469068796917,2.033408114305151,7.684838093178656,7.56507523459524,1.358298370490354,23.15781823341549,1.4903891730033347,4.092339297411826,1.2033897978833326,1.1842809804595549,2.2344976305686295,1.352406883497292,1.6179668835171659,1.973890477159337,1.5775196865908792,1.0127795143232448,3.7340576177092553,1.0252985785327184,4.18312980912614,2.1879415680233483,1.7146860330947484,5.477354084625037,2.3940374143364913,3.22003815729928,4.279396371579136,0.6776507066520618,1.104750591788273,,1.9715278138803574,0.6382111298995546,0.7061101168905759,2.636654804733067,1.3628188633260605,0.8827188834043749,3.035786953885036
2015-06-24,2.0860103890488575,3.1762731954965124,1.1720629719300437,3.1739575716550927,3.4199165541410754,1.56844961954122,1.1737546922946271,2.351440673613812,0.1782663491602863,6.073197009887322,0.26085577329872267,3.546994844847934,0.8888250989351901,1.1327869113123914,2.7241993329508096,2.2847785685585156,1.720390467766534,2.5341009616066614,1.8090384810690974,9.471910567686988,3.607433649467556,0.8041323182850374,6.594692393763222,3.426374090314789,1.7469319271774952,2.050830746651811,7.626416048932854,7.31148874218652,1.3785542250533136,22.77636341385866,1.5130776433488713,4.005827777049133,1.2436166502911274,1.1869376158649103,2.2383278161228413,1.3392156718837303,1.6621273126297789,1.9265184780657578,1.6409933862710042,1.012282354371452,3.702642192953457,1.0177370488318394,4.225050245413762,2.204252470748753,1.742975968276244,5.586487154626827,2.429818900042895,3.2537022980088164,4.308982927566135,0.6427585324781759,1.0718413850949695,,1.9362576388661967,0.6590757953033812,0.7029171459883288,2.673150218449276,1.3675209435593652,0.8998232720395597,3.0658738028727313
2015-06-25,2.0338270870592514,3.1911957759163374,1.1679996299627906,3.121704427243788,3.3561890548286235,1.6388595317998387,1.1627766544021418,2.4349693019445597,0.17628004411958126,6.2617197214548685,0.25054127844207136,3.440916950941434,0.8845870912656785,1.1515072289417358,2.7718219955727896,2.27703223163353,1.7102717265192415,2.3751285365158115,1.777171020514986,9.640749055163365,3.5647225112091103,0.8054708943106852,6.754662135515632,3.4364092866408695,1.7807399909178836,2.0849015679457383,7.675048583736787,7.169574566407583,1.3910606854154086,22.23682867607696,1.537446512780503,3.9353821010256818,1.295792179665136,1.1777792470588597,2.2231771940531546,1.337713328464782,1.7137965502997352,1.8797691588055747,1.78325192538194,1.003879072443715,3.7085530208525013,1.0156931756778784,4.268013903868581,2.203265386098924,1.7903268094807638,5.726947156104244,2.410303793825809,3.28403972584133,4.350599491128012,0.626906560946881,1.0434159458999253,,1.893761054674874,0.6842204314912251,0.6790224570477972,2.691770887069422,1.3779005974660248,0.9200259606998108,3.1113049971532525
2015-06-26,1.9794043556349887,3.2147551593338455,1.16488716991993,3.0135138001556965,3.325696371578777,1.6806351368682781,1.137607274385367,2.4876371991803197,0.17285348209158438,6.344843085948703,0.2380962631132042,3.3257831837493526,0.8852547751631323,1.1697549600949153,2.8560880509539803,2.2543071940489634,1.7097916333221905,2.1777563481400755,1.7957721455881148,9.763513833291878,3.493932436389775,0.8055779411135668,6.84120231569646,3.3858408397459083,1.7985921283236461,2.0902359705137066,7.68802812434282,7.1578878500978185,1.399767373732108,21.522564876660166,1.5473806097442027,3.9292303222312004,1.3320636362702103,1.1780446669326294,2.2092054455312287,1.3173769520900558,1.7461228964456055,1.8446146689315104,1.8986308179977263,1.008372352982738,3.696216339175554,1.0365576858806083,4.31046345837526,2.185738191247452,1.843601248907029,5.716843235730521,2.3822107841958484,3.306199531030014,4.381257265442035,0.6191659005706251,1.0208248437327363,,1.854075210719767,0.7039236283690531,0.651663039855885,2.708738208763583,1.3712468963857363,0.9400932157171007,3.1800659526615016
2015-06-29,2.000709724002194,3.312691614754325,1.1450015542880416,2.815579432794054,3.279851622660194,1.6764909883139012,1.113606220151164,2.5051869059245377,0.16938095581289422,6.290701349974945,0.2279084462827194,3.1712785699715527,0.9179481386825239,1.2251826913234758,3.1365133940709105,2.308662138261841,1.7020413466666269,2.0317601050059464,1.8562905343783564,9.78230880977073,3.408836145967799,0.8268982783339188,6.842544829649238,3.468195361826881,1.8192091781590956,2.1182330340263986,7.6891360626431045,7.416559478054984,1.4241589449794145,20.701225037442512,1.560415307603492,3.9763272452832377,1.3671498146944896,1.1950795898135722,2.1715020901863022,1.303570065341333,1.7903311801070065,1.8729956971005335,2.090699413963636,0.9967832443205735,3.8258533666425953,1.0239121138794685,4.432167274755336,2.160980408907802,1.8500201098310973,5.681240166592621,2.3369597989043225,3.2917124962839805,4.443810766031077,0.6175476376327729,1.0091059840302676,,1.8269543285599577,0.7330629766149679,0.6395746070367325,2.6929603719645923,1.365134241448511,0.9513068620391351,3.287263686164065
2015-06-30,2.027943846100595,3.3382763702686673,1.1285182900925634,2.624165463253237,3.2257461625312036,1.6832096978704294,1.0895600366415652,2.521789522158369,0.16510677507340657,6.271216308105723,0.22866074097508385,3.061322131382064,0.9246262949487812,1.2825827579822828,3.370691457839848,2.340937862841149,1.680458060704087,2.0207565848318376,1.8659631265999324,9.83637992640065,3.3404961276030813,0.8397030683149779,6.875896857782761,3.5973126936395268,1.8112128080814185,2.1162936034064876,7.75460520182468,7.6927566135276635,1.4392422284279667,20.026776767208567,1.5618278803003633,4.027175282459105,1.3820915125824735,1.213117569441813,2.14094014804571,1.2301981260668085,1.8316839524587722,1.88134535345966,2.2502060859793267,1.0025490675116189,3.8724367538320115,1.0060974978307082,4.571998224886062,2.1446882140093115,1.8747349793871282,5.67649375298524,2.3171398695679244,3.2838737072889606,4.4942499704188785,0.6032201723013282,0.9977170409416475,,1.829310759031183,0.7653971311427569,0.6350493552598167,2.6779630930398453,1.3430074607194435,0.9579848641810774,3.396586158970624
2015-07-01,2.0192823583979718,3.296616391509444,1.1142451525077426,2.4693664641894033,3.192983103884979,1.7095382467053963,1.0669459291919394,2.525652323859498,0.16057741414097626,6.330886646786815,0.2276408113301488,2.8701033417090764,0.9284575630192584,1.3083022595179914,3.515473479534499,2.359649516431445,1.6652345739987224,2.054583212026525,1.8775881271304762,9.932961711472686,3.253514509982518,0.8505584738945703,6.955045325533311,3.7056760974191847,1.8149283654600246,2.1101223556780333,7.773328419507459,7.907785398466119,1.4468969719567206,19.217892104732545,1.567035633917114,4.106665609637384,1.3985499350770145,1.2121728517827588,2.101053784568491,1.1904272010096641,1.859719763531628,1.8845342229021336,2.3399971027071467,1.025852215653715,3.914724398810687,0.9880989565942104,4.730856980332559,2.1333785620425565,1.9050825029956424,5.678926511910541,2.286407953031049,3.2813109031205583,4.570606837653694,0.5910317513243301,0.9836607912588232,,1.8195509472717193,0.796822503255835,0.6110253261139291,2.6853061982818627,1.3385851371846296,0.9611101749339781,3.4692349355637013
2015-07-02,2.0047787541538757,3.248908639009905,1.1065663796367435,2.307769999995959,3.1628243608921998,1.7214509958383504,1.0476911526840682,2.5191495908375265,0.15635635363499975,6.399168667316769,0.22451680696590848,2.756452194500057,0.9340044399173317,1.3255255433607045,3.6930975890517015,2.4065538031855414,1.6660279482331062,2.0861340451268413,1.8716832132728938,10.037726524732141,3.1617639046425805,0.8706250757924487,7.033848387304773,3.742357406074821,1.8025090720443668,2.10808786896487,7.77810970928835,8.030398574424945,1.4561738717037416,18.594262126783537,1.5617037270472767,4.158546128631333,1.4011579049401384,1.2180457975675743,2.0636065940825796,1.159810171005629,1.8750642625522589,1.8942526514026214,2.443502880637445,1.0500945747023276,4.020554600274063,0.9592378094827221,4.895029587348444,2.127899037776808,1.9313695175384327,5.6436004555329475,2.278568809408453,3.2644226005917534,4.626112826878043,0.5763723245413803,0.9534538575487667,,1.8132644968655613,0.8203948856261607,0.6058405702907829,2.700213733955048,1.3214808933210123,0.9530740629623541,3.493783911026732
2015-07-06,2.0132450124675363,3.178238234751547,1.112182869164632,2.200440531137671,3.125687138013945,1.734137503589415,1.028874776192316,2.520797358383618,0.15089981991280407,6.478632597931709,0.22087211577159588,2.857085408925942,0.9412080679204913,1.3432536916852253,3.8806134518541513,2.446574295601501,1.6785854281352643,2.210524799002635,1.883613278529045,10.168457847677809,3.0438403161231435,0.8969093196546429,7.05704607622981,3.775666435730134,1.787205437781606,2.095370866409244,7.792216507987495,8.163554616463992,1.4492918200489888,17.967153863031328,1.5549680814933737,4.199799800178786,1.4018131418793767,1.2383057041576728,2.0410843675556594,1.1557688638592103,1.8846615185619158,1.9334039242911742,2.5066973511314377,1.0529101989275738,4.084488627066109,0.9385762748593116,5.049486462114063,2.132056504044954,1.9444475109606731,5.573220257584009,2.2667175488639293,3.2320836888532742,4.69179898459688,0.5799638358100583,0.9201429628236836,,1.808632868524522,0.8497307483154574,0.6042069088488287,2.7072470016020937,1.3075573034077659,0.9406690130382968,3.4773861417063205
2015-07-07,2.032861464650924,3.073863186123637,1.1304910687383474,2.1535896718215053,3.09548953805792,1.7697566863309049,1.0080557270657706,2.5244844861681917,0.14820419853457595,6.577439894440089,0.2201778300287195,2.9310109707631042,0.9410883830080732,1.3262321954160943,4.011435951106533,2.4790912925919706,1.717209962845894,2.323736300762248,1.8551681057427276,10.260068341530761,2.987909317632587,0.919317159389382,7.111272604171778,3.7742133202087897,1.749238865955555,2.050944773336634,7.791479965738561,8.243474259940138,1.4341683843963904,17.24484828992013,1.5271924963487287,4.21997705549093,1.397890501114916,1.257974293073661,2.0292116069455575,1.1635865434369466,1.8747243563866838,1.951993157809943,2.5230244327266163,1.0609647432599874,4.106711507615221,0.90738083060608,5.132345250308221,2.140055975032172,1.9697697300821293,5.506293687180902,2.250526642697558,3.1791037138993725,4.721018308591527,0.6017324329833091,0.8846165620563837,,1.8043218282465303,0.8761026950097619,0.6069878162200947,2.737200160294098,1.2809396268691553,0.9316163585661617,3.4030368375194278
