Date,True Close,Close,Ecart
2017-01-03,11.43,14.338332274308357,2.908332274308357
2017-01-04,11.43,13.926553252879046,2.496553252879046
2017-01-05,11.24,12.936132052878605,1.696132052878605
2017-01-06,11.32,11.222164191999184,0.09783580800081637
2017-01-09,11.49,6.3183505040043,5.1716494959957
2017-01-10,11.44,7.944688732342826,3.495311267657174
2017-01-11,11.2,9.363842774529758,1.8361572254702416
2017-01-12,10.76,9.023078078130794,1.7369219218692056
2017-01-13,10.58,7.941950631525131,2.638049368474869
2017-01-17,9.82,5.081939134566568,4.738060865433432
2017-01-18,9.88,5.413490516544087,4.466509483455914
2017-01-19,9.77,5.48927769471004,4.2807223052899595
2017-01-20,9.75,5.697536186011433,4.052463813988567
2017-01-23,9.91,6.205098540605761,3.7049014593942395
2017-01-24,10.44,6.06729793935969,4.372702060640309
2017-01-25,10.35,5.862022710820433,4.487977289179566
2017-01-26,10.52,5.9326192505147475,4.587380749485252
2017-01-27,10.67,5.91824223176787,4.75175776823213
2017-01-30,10.61,6.825771148261204,3.7842288517387956
2017-01-31,10.37,6.94820551302702,3.4217944869729795
2017-02-01,12.06,7.102680187193542,4.957319812806459
2017-02-02,12.28,7.580499898700424,4.699500101299575
2017-02-03,12.24,7.732611101537387,4.507388898462613
2017-02-06,13.63,7.682844757164986,5.947155242835015
2017-02-07,13.29,7.423510554701778,5.866489445298221
2017-02-08,13.56,7.1826237938308,6.377376206169201
2017-02-09,13.42,7.084435363837542,6.335564636162458
2017-02-10,13.58,7.139158815391184,6.440841184608816
2017-02-13,13.49,8.482791348036102,5.007208651963898
2017-02-14,13.26,8.465718772179741,4.7942812278202585
2017-02-15,13.3,8.59835291447179,4.7016470855282115
2017-02-16,12.97,8.91457815511852,4.055421844881481
2017-02-17,13.13,8.599686766848663,4.530313233151338
