Date,AAPL,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANSS,ANTM,AON,AOS,APA,AIV,AMAT,APTV,ADM,ARNC,AJG,AIZ,ATO,T,ADSK
2015-01-05,-0.028576023641867287,-0.022810926800297615,0.0002226923514379031,-0.01899857970786112,-0.006453370070425457,-0.017028450968811448,-0.014007232518500778,-0.0049889238730669305,-0.01121507082013995,-0.013268772267712059,-0.028880200427058966,-0.036932784533504126,-0.026544358758477493,-0.01891544699253611,-0.03249648300963326,-0.020928953062572475,-0.014357508734168078,-0.033724322228830594,0.01195630317453844,-0.024026971370505912,0.013959056947262738,-0.0020001825015611985,-0.009460735137941434,-0.014009439210222574,-0.01225524075742701,-0.020022274919519134,-0.01923777882743405,-0.021065977148382764,-0.005734195519616847,-0.020730712443098653,-0.010052532205141684,-0.000649441039665799,-0.014827289762417095,-0.026801909341077845,-0.01998086453040937,-0.014553061292586378,-0.015507083277276124,-0.03262580669857673,-0.008548483919785355,-0.030486636575612014,-0.011954338912571139,-0.018438904345314366,-0.08215130096929624,-0.01844416979096053,-0.009661910911736626,-0.017691037134500043,-0.009693817587799636,-0.017651755150073,-0.06337986317213229,0.008671713781617463,-0.032576170434612806,,-0.035214906291066495,-0.05968048327265851,-0.005977814555915284,-0.02268415428169046,-0.01823319759925557,-0.009492803411989659,-0.01472232361599346
2015-01-06,9.411321827101915e-05,-0.0107207697451015,-0.011421017661467303,-0.004962019794958472,-0.025684472003091763,-0.0072393306683462555,-0.018815708918810348,-0.020350151430796437,-0.011342276603934609,-0.0007032573892118421,-0.022797339882606238,-0.021783878619867636,-0.008950494608574111,-0.015700499773997123,-0.0003552271715090427,-0.020716832590850665,-0.011840463093943043,-0.019744319958184597,0.005049406996332273,-0.023437705086536198,0.008039190447855837,-0.0016394939458885815,-0.0059391414369605044,-0.012803722711045573,-0.0032019544014474377,-0.0007277491042394502,-0.024989118254069353,-0.02344987993589598,0.00593838132941249,-0.023098034313469462,-0.011708959576371303,-0.015620202546304807,0.0054622332283269515,-0.021542213704566215,-0.014283341161951846,-0.0026503583302277534,0.0026325701552267766,-0.02727513881079613,0.005448392863026896,-0.019387353032906507,-0.03274762694974154,-0.012804761672538856,-0.007415288215495863,-0.023661507498157874,-0.019923839267618426,0.013537676531327314,-0.006012472482185949,-0.008210975791475228,-0.010908893950414722,0.008078219825939481,-0.03839324103324859,,-0.019910159959329654,0.0073260400920727164,-0.0019290542902021812,-0.013984116013672221,-0.006213470282717903,0.001489203551467977,-0.01997311574600058
2015-01-07,0.013924807961060104,0.00722251530296969,0.008075414005545234,0.039621211689642166,0.03133344465784127,0.020772260233888673,-0.022058763888565647,0.008189822675338299,-0.01919444725614705,0.02126124127026685,0.0015360986123398312,0.02424632753714029,0.0062568902863517906,0.013184775176750207,0.010742911997963844,-0.008441662312622,0.015197860909431427,-0.004031203425988394,0.013485794375531768,0.05456694111230842,0.03623708734583175,0.01358101453529681,0.03866738438423578,0.007637593825658762,0.016359044010019197,0.016319229953035475,-0.0029452773344331717,-0.0017147532764276718,0.018208069287814155,0.010543965903045738,0.007747686790826158,-0.0005657708778921133,0.014096283240325747,0.018667059672632824,0.004783817770737553,0.010458540778039094,0.012689104759600944,0.017607912189580688,0.01976348911883985,0.0029919240429858718,0.03432875493938603,0.016973803147806166,0.015823114939242267,0.01046151891179381,0.00566146067754314,0.00495010990832867,0.01135037348801049,0.007301967456907477,-0.011199845562451571,0.0100710986797381,0.00920481721301547,,0.01491963158600429,0.025550030520872014,0.009608272914567006,0.003971896452985568,0.014197544630938363,-0.012880214010197566,-0.0020891372500857486
2015-01-08,0.03770251683577186,0.023684748108630416,0.02034568190403041,0.010404374474298095,0.044078488956944106,0.015133969694170801,0.010181526407969876,0.025066405270101733,0.01156082240107592,0.008727146775231454,0.01523258699011043,0.01013050971770113,0.009729987851671673,0.029534346683405932,0.022864889912500352,0.023167059281534286,0.017114316531461782,0.03095258768453668,0.011385729871678407,-0.022221343146923367,0.030908997198820565,0.013399039229248899,0.013965295574482894,0.028106379242699653,0.015652104589633176,0.01901305855355151,0.0034780581669267008,0.003148102781264761,0.016700189317134573,0.006812743422002221,0.003521905467404718,0.012187269997763206,0.00858930813459935,0.014075446806010028,-0.004415018209116717,0.009250015682732204,0.0038863748370197015,0.01761366918431939,0.002280502698725151,0.02439625223344466,-0.003608626625012157,0.019290793920146765,0.031801843160871535,0.01750067691891921,0.024108006088874312,0.04660327551254895,0.014586454580370223,0.025676965014785225,0.038005745922865763,0.010733555643108517,0.03146232660881143,,-0.01471652403986079,0.028063066066910114,0.017274497390555865,0.014830780306967384,0.006664890023220238,0.009899585872059635,0.024446044351361884
2015-01-09,0.0010719072040190625,-0.012359880635503195,-0.01056347850956918,-0.02773583082593767,-0.014217636416521184,-0.0011132139633422966,-0.018349138668196652,-0.014852955171583915,0.0076336248550711305,-0.005102369354744951,-0.025259666759237742,-0.00014608848118324858,-0.021429994145279352,-0.0073638035257443946,-0.015092013692320272,-0.012913951434471826,-0.016109291321237507,0.0049256999803652946,-0.0028878569724977154,0.0025538634251836,0.018384649401319564,-0.008375706097024427,-0.0010415892616419953,0.009746396361172138,-0.014300854477868441,-0.010313010808955525,-0.012286410424222183,-0.013035174809132855,-0.002368733835550696,-0.011818212846576692,-0.011269592258230876,-0.031039584976972456,-0.005339386522100753,-0.012747425362490183,-0.01710714832163207,-0.005117153593268142,0.00295094275373442,-0.009277010598800928,0.008747828342753117,-0.00898092721299415,-0.012380502742142419,-0.005766921386821,0.00291047342433437,-0.0007307271059531217,-0.011021261084069423,-0.013392203216311849,-0.005471394120714734,-0.01608326304981489,-0.0029615026580689374,0.005323881252750073,0.0010318853459212463,,-0.008566236351438938,0.013121087962697064,-0.0136685967817467,-0.0034609920937054284,-0.008111806535375798,-0.00298953884836628,-0.009054473749597669
2015-01-12,-0.02494931904794928,-0.005459748020729016,0.008371936979352235,-0.0003040900129862578,0.003897627384531699,-0.0030118824709379766,-0.002118644860285457,-0.010072832788295294,0.0,-0.008583205906779412,-0.0015515906914189692,-0.018431210078486693,-0.005815958918665487,-0.011896051068844837,-0.006929646600966066,-0.0004937052679894194,0.014625489218978771,0.011455650883762658,0.006512594416673068,-0.004950639820394898,0.009383766669873062,-0.016055183869037926,0.013309868181086593,0.0020958245805244857,-0.002704328571227599,-0.010276995960428081,-0.007336319460337748,-0.0073226316361232335,0.0063041973957860264,-0.01876521052550384,-0.004008021397538641,-0.048040733413460934,-0.0012987014812368969,-0.010226856585649813,-0.018168554268808812,-0.00433490270031367,-0.003135666131003134,-0.010233892356189322,-0.022509513415434945,-0.025222268424553995,0.003141531674903497,-0.012200996029340772,-0.05306387787780675,-0.01010202364448709,-0.010455659104338544,-0.007501098466556222,-0.014238897459525113,0.003955416879374951,-0.0374361801646641,0.019033882915411304,-0.024218302650873103,,-0.01257359654728285,0.0037174764001326466,-0.0031810015159496885,-0.004835307093859598,0.001627633960917585,0.0026909868234588075,-0.016961292734496425
2015-01-13,0.008839534479390565,-0.0007468260242564639,-0.021510974677364736,-0.03670563045185027,0.006462475638469911,0.0035686443582676475,-0.01603454984725694,-0.007480099798268469,0.011342276603934609,-0.033070908486745765,0.010810916104215806,-0.002085610051851816,-0.004987541511039417,-0.014059985568298572,-0.005281888402025814,0.0006582195399733592,0.013112792378113802,0.021377895909808764,0.003293495672957114,-0.02289313097107737,-0.008265823568532227,0.001998365639146016,-0.008779428555791391,-0.013162857819534857,0.0068965790590604925,0.006007742286555207,0.009490890776214123,0.007342785815596997,0.007824766058230015,0.011362401522919896,0.008663832933732962,0.01640364847027831,0.005023100572219441,-0.0030213193687496087,-0.009402352678390624,-0.01117557094926891,0.0022144316116823326,0.007253264218051392,0.0077778778474737464,0.0,-0.00693733511942618,-0.0022688608711911584,0.009943734568854445,-0.011511452776049591,0.00884465435663273,0.011192274604598929,0.004165115222041216,-0.004315777243634855,0.0,-0.03663413317978037,-0.014045772516901867,,0.0014509278117995628,-0.023147733556094785,0.0048734072509808435,0.0,0.004867066840692047,0.0,0.0008723720347374453
2015-01-14,-0.0038178393796597376,-0.00486801186007213,-0.007424941299737142,0.004878442282042705,-0.014534385108269987,-0.01175759583522673,0.019739237863177106,-0.00853611670593235,-0.011342276603934609,-0.019239570441821563,0.00917437627604123,-0.015681291247258144,-0.007788875378527571,-0.012466768765130087,-0.01200511665600601,-0.01792579120172988,0.0021146815525883156,-0.024397525783528273,0.005922183129274394,-0.021489222617215198,-0.0257066940353452,0.004165540751149166,-0.012977509100641882,-0.021726228970806893,0.01821058540850995,-0.009889009287851636,0.008196685864345632,0.00940782225862602,0.007957344267987665,-0.004999925383607717,0.009247093632797299,-0.019838342219664185,0.01428251832193439,-0.024504913071536016,-0.009491596681570957,-0.006354433598831477,0.017541103875384323,-0.018472797065668622,0.005007085675965861,-0.012548231842035573,0.00012890750904137604,-0.007218876333918267,0.02024228437074882,-0.0007472445705447583,0.001115587348422764,0.011675511316341591,-0.001493174338861536,-0.0025261651831645082,0.018137627482198937,0.014054147257618332,-0.013376682739602241,,-0.01734087117339378,-0.055298640196225435,-0.006999710412289861,-0.007602286880232789,0.027141355603155226,-0.004788994486465192,-0.01635201270333919
2015-01-15,-0.027515354163806016,-0.0011267606825908771,-0.007480483709250141,-0.012797394022705078,-0.03025708520003878,-0.006894630306953253,-0.020278176167787265,0.004277166486366113,-0.04272494466634125,-0.01880597501084047,-0.003048782849358833,-0.01870547136324685,-0.003306938876526999,-0.0272496424473756,-0.003364475774757736,-0.01825299958277693,-0.001138118974977509,-0.024491020008296616,0.004313752809605553,-0.014529213003386943,-0.02369818417171743,-0.028041789742279555,-0.010072326133040654,-0.0061317079213596415,0.0023446669592539493,-0.0028847560752476298,-0.0038022106522932475,0.001835119099570015,0.01420369368319685,-0.021785701847138128,0.009162367762004742,0.0,0.006353261522608733,-0.013761419829943833,-0.019257816604414835,-0.010127192060768841,0.0007242441019092993,-0.01702821276191102,-0.007629464801156338,-0.015806548943482213,-0.02110277606773625,-0.009963676986078696,-0.02447285651872466,-0.014683998780834706,0.0013618077003991758,0.017149724567176783,-0.0014954072429977927,-0.0204423983016766,0.007864175056801592,0.0010144560849711937,0.013162343439671265,,-0.005070790497741395,0.0013368985948414291,-0.005977814555915284,-0.013212667247526788,0.0029707317610183637,-0.002102418554866592,-0.012486783719160677
2015-01-16,-0.007800424872460354,0.014549781014730812,0.012211820686764518,0.025898018068403417,0.021592202314315134,0.00813288115464772,0.08768500449910421,0.02027952895052909,-0.05296553557991257,0.013287894326935223,0.02040116090674582,0.005234002096444534,0.014194456775690867,0.006294277271387649,0.0017910238695311165,0.010012811697321489,0.014214421207126904,0.007547205635383136,0.015108388452437893,0.042858445605499895,-0.04651202991336323,-0.008024676821885013,0.018444954844590633,0.034789172404201985,0.0185620178600594,0.022989518224698635,0.012706375701352357,0.012457210019237941,0.010993287361371618,0.013121412443807046,0.01058439517282972,0.008062934227533347,0.006470471560876767,0.0018613313889490612,0.013988997702865102,0.01177091546352571,0.008291323634861847,0.014544535644922973,0.011097926982015949,0.00474766089425005,0.04195878888292093,0.009391540039032531,0.03859375867869197,0.018042210892099675,0.022750491988322352,0.014217196153111011,0.021258269737510105,0.007897919646952634,0.03681397312271617,0.019578938669813528,0.006197263129524622,,0.009906288198898938,0.02049658530683729,-0.011197360748502305,0.008009901112128404,0.02003867362393308,0.01610532872419146,0.020256556163820605
