Date,True Close,Close,Ecart
2017-01-03,808.01,820.5264685098518,12.516468509851848
2017-01-04,807.77,814.4845503517718,6.714550351771777
2017-01-05,813.02,823.6890049533904,10.669004953390413
2017-01-06,825.21,825.0994616145617,0.11053838543830352
2017-01-09,827.18,822.1359757210448,5.044024278955135
2017-01-10,826.01,820.3788001119028,5.631199888097171
2017-01-11,829.86,816.7389607037112,13.121039296288814
2017-01-12,829.53,818.9986880394645,10.531311960535504
2017-01-13,830.94,813.4003648273356,17.539635172664475
2017-01-17,827.46,818.1603646383155,9.299635361684523
2017-01-18,829.02,824.9982454096898,4.021754590310138
2017-01-19,824.37,828.5049851398799,4.134985139879859
2017-01-20,828.17,829.5141707834482,1.3441707834482486
2017-01-23,844.43,826.4705246781523,17.959475321847663
2017-01-24,849.53,831.9809656118887,17.549034388111295
2017-01-25,858.45,838.6953670364601,19.75463296353996
2017-01-26,856.98,825.7534782682924,31.226521731707635
2017-01-27,845.03,813.8450194840989,31.18498051590109
2017-01-30,823.83,813.5153388430117,10.314661156988336
2017-01-31,820.19,797.3384294117568,22.85157058824325
2017-02-01,815.24,802.5188763986007,12.721123601399313
2017-02-02,818.26,799.5079615350842,18.752038464915813
2017-02-03,820.13,793.5144951983093,26.61550480169069
2017-02-06,821.62,796.8797497127671,24.740250287232925
2017-02-07,829.23,803.7573097428976,25.472690257102386
2017-02-08,829.88,806.2972338322506,23.582766167749355
2017-02-09,830.06,815.0789651834784,14.981034816521515
2017-02-10,834.85,812.1995650391837,22.65043496081637
2017-02-13,838.96,816.4639703554058,22.496029644594273
2017-02-14,840.03,821.1247812343718,18.905218765628206
2017-02-15,837.32,820.2113934482186,17.108606551781463
2017-02-16,842.17,823.9759101371747,18.194089862825308
2017-02-17,846.55,825.4310313053575,21.11896869464249
