Date,True Close,Close,Ecart
2017-01-03,103.48,104.38033366871286,0.9003336687128609
2017-01-04,104.14,104.78988228451408,0.6498822845140779
2017-01-05,105.91,104.50286163694545,1.4071383630545427
2017-01-06,108.3,104.54632878560324,3.7536712143967605
2017-01-09,108.57,105.25089048804512,3.3191095119548777
2017-01-10,108.26,105.00140654647112,3.2585934535288885
2017-01-11,108.99,105.45952222726191,3.530477772738081
2017-01-12,108.59,104.77025366485259,3.819746335147414
2017-01-13,108.53,105.47382842884235,3.0561715711576483
2017-01-17,108.0,104.36331338638911,3.636686613610891
2017-01-18,108.79,104.24067747176332,4.5493225282366865
2017-01-19,109.79,104.45911030288516,5.330889697114841
2017-01-20,110.71,103.61011632634154,7.099883673658454
2017-01-23,110.97,104.1007414953865,6.869258504613498
2017-01-24,113.72,104.44870338938563,9.271296610614371
2017-01-25,114.25,104.1590920283802,10.0909079716198
2017-01-26,112.88,104.32895338853723,8.551046611462766
2017-01-27,113.99,103.57394767565665,10.41605232434334
2017-01-30,113.82,103.27231461122892,10.547685388771072
2017-01-31,113.38,103.31316020462327,10.066839795376723
2017-02-01,113.36,104.47581115200455,8.884188847995446
2017-02-02,113.16,103.87295477884572,9.287045221154273
2017-02-03,115.17,104.2320946320101,10.937905367989899
2017-02-06,114.46,104.41179453486166,10.048205465138338
2017-02-07,114.96,104.03357019997702,10.926429800022973
2017-02-08,116.13,103.66040172167186,12.469598278328135
2017-02-09,116.44,103.87359584824208,12.566404151757922
2017-02-10,116.85,104.02382418276238,12.826175817237612
2017-02-13,117.65,103.42547071629133,14.224529283708677
2017-02-14,117.58,102.88727643564698,14.692723564353017
2017-02-15,118.73,102.07265567488093,16.65734432511907
2017-02-16,118.93,103.10881768229547,15.82118231770454
2017-02-17,119.67,103.36237274498444,16.30762725501556
