Date,True Close,Close,Ecart
2017-01-03,46.3,46.89339046833902,0.5933904683390239
2017-01-04,46.7,45.76072666242999,0.9392733375700146
2017-01-05,45.89,45.93621541342168,0.046215413421677454
2017-01-06,46.21,44.846946990756805,1.3630530092431954
2017-01-09,47.08,42.51633093406258,4.563669065937418
2017-01-10,48.48,42.702188094948724,5.777811905051273
2017-01-11,48.64,42.54255845004104,6.097441549958958
2017-01-12,48.1,41.93860946792756,6.1613905320724385
2017-01-13,47.65,41.53266835400859,6.117331645991406
2017-01-17,46.75,41.6949227841053,5.055077215894698
2017-01-18,47.64,41.43796401269469,6.202035987305308
2017-01-19,47.26,41.14876991592996,6.111230084070037
2017-01-20,48.0,41.62827473826792,6.371725261732081
2017-01-23,46.94,41.54641833552455,5.393581664475448
2017-01-24,47.54,41.44844717523438,6.091552824765621
2017-01-25,47.91,41.95396017621624,5.956039823783755
2017-01-26,49.59,42.91212878568217,6.6778712143178325
2017-01-27,46.95,41.56107181255106,5.38892818744894
2017-01-30,44.9,40.668370313472224,4.231629686527775
2017-01-31,44.25,40.77797797301491,3.472022026985087
2017-02-01,44.05,41.62401000704767,2.4259899929523243
2017-02-02,44.01,40.82343018848246,3.1865698115175363
2017-02-03,44.2,40.823357560225986,3.3766424397740167
2017-02-06,45.3,41.24782759493701,4.05217240506299
2017-02-07,45.17,40.67680100148391,4.4931989985160925
2017-02-08,45.06,41.2349956345829,3.825004365417101
2017-02-09,46.3,41.11864952540441,5.18135047459559
2017-02-10,46.45,41.54094216498629,4.909057835013712
2017-02-13,47.41,41.365560903814185,6.044439096185812
2017-02-14,46.57,41.74779034455901,4.822209655440993
2017-02-15,47.54,42.14275878148965,5.397241218510352
2017-02-16,46.97,41.36869844449393,5.601301555506069
2017-02-17,46.91,41.46777355428253,5.442226445717466
