Date,True Close,Close,Ecart
2017-01-03,156.97,129.16809453759925,27.801905462400754
2017-01-04,158.62,127.52635219692456,31.09364780307544
2017-01-05,158.71,124.46295651453693,34.24704348546308
2017-01-06,159.1,122.97448371486826,36.12551628513174
2017-01-09,158.32,119.48689320652556,38.83310679347443
2017-01-10,159.07,119.52847476070019,39.5415252392998
2017-01-11,159.4,119.44917833521322,39.95082166478679
2017-01-12,158.29,118.96243535280519,39.327564647194805
2017-01-13,158.83,118.87894413552203,39.95105586447798
2017-01-17,157.67,121.3444620727023,36.32553792729769
2017-01-18,158.32,123.62528116422618,34.69471883577381
2017-01-19,159.0,126.16669231629203,32.83330768370797
2017-01-20,159.53,125.90484373095387,33.62515626904613
2017-01-23,157.84,123.08899814682081,34.75100185317919
2017-01-24,160.55,120.24470419391218,40.30529580608783
2017-01-25,167.36,117.30491141381208,50.055088586187935
2017-01-26,169.12,114.43363160459558,54.68636839540443
2017-01-27,167.7,115.12894298976607,52.571057010233915
2017-01-30,165.57,119.56801556558639,46.0019844344136
2017-01-31,163.42,59.6103894962871,103.80961050371289
2017-02-01,163.97,1986.0861338381656,1822.1161338381655
2017-02-02,162.26,743.3709865602432,581.1109865602432
2017-02-03,162.4,515.2242678010371,352.8242678010371
2017-02-06,163.98,228.40314965631111,64.42314965631112
2017-02-07,166.5,212.35089530824914,45.850895308249136
2017-02-08,163.81,177.98709028959274,14.17709028959274
2017-02-09,164.28,160.57359289850865,3.706407101491351
2017-02-10,166.23,149.76609070583072,16.46390929416927
2017-02-13,168.03,119.7707648166288,48.2592351833712
2017-02-14,168.5,112.64470960128892,55.85529039871108
2017-02-15,169.3,61.84119478116918,107.45880521883083
2017-02-16,170.81,-567.2910421678098,738.1010421678097
2017-02-17,172.71,2426.696917744819,2253.986917744819
