Date,True Close,Close,Ecart
2017-01-03,36.64,38.35056774460145,1.7105677446014482
2017-01-04,37.36,38.87323688665697,1.5132368866569692
2017-01-05,37.94,39.412374717920216,1.4723747179202178
2017-01-06,37.91,40.171735894417566,2.261735894417569
2017-01-09,37.7,41.748431135845294,4.048431135845291
2017-01-10,38.38,41.16573840452793,2.785738404527926
2017-01-11,39.2,41.44598430488327,2.2459843048832653
2017-01-12,39.13,41.87841226906471,2.7484122690647084
2017-01-13,38.95,42.13308904284793,3.183089042847925
2017-01-17,38.95,41.013254371643825,2.063254371643822
2017-01-18,39.08,41.68082419349332,2.600824193493324
2017-01-19,38.86,42.20096796418022,3.340967964180223
2017-01-20,38.97,42.89448644220556,3.9244864422055628
2017-01-23,38.53,41.89670104574532,3.366701045745316
2017-01-24,39.1,41.210510488079535,2.110510488079534
2017-01-25,39.56,41.08373725903107,1.5237372590310656
2017-01-26,39.47,41.0411472121657,1.5711472121656982
2017-01-27,39.61,40.97647929742618,1.3664792974261815
2017-01-30,39.61,40.82653614801984,1.2165361480198413
2017-01-31,40.21,40.54013607689683,0.330136076896828
2017-02-01,40.47,40.33665753641321,0.1333424635867857
2017-02-02,40.47,40.371485323863,0.09851467613700038
2017-02-03,40.01,40.639013363001595,0.6290133630015973
2017-02-06,40.19,41.304985437609275,1.1149854376092776
2017-02-07,40.05,41.008405286325456,0.9584052863254584
2017-02-08,39.19,40.56546011214448,1.3754601121444807
2017-02-09,39.73,40.39682176879796,0.6668217687979663
2017-02-10,47.23,40.49541776865692,6.734582231343076
2017-02-13,45.7,40.14067134464608,5.559328655353923
2017-02-14,44.98,40.63030796735006,4.3496920326499335
2017-02-15,45.48,41.05593852530467,4.424061474695328
2017-02-16,45.39,41.58884979595757,3.801150204042429
2017-02-17,45.33,41.76161436033635,3.5683856396636457
