Date,MMM,ABT,ABBV
2013-08-22,103.81078404665,31.523178094885,36.994693725468
2013-08-23,103.56635296884,31.677748048047,37.434285845691
2013-08-26,103.50298194867,31.386792842095,37.451524752367
2013-08-27,102.05450148756,30.923082982608,36.744729578674
2013-08-28,102.29893256537,30.686681877772,36.68439340531
2013-08-29,102.58862865759,30.6684971774,36.736110125336
2013-08-30,102.82400673252,30.30480316996,36.727490671999
2013-09-03,102.49809862878,29.94110916252,36.710251765323
2013-09-04,103.70214801207,30.423003722378,37.17570224556
2013-09-05,103.99184410429,30.677589527586,37.503241472393
2013-09-06,104.14574515328,30.459373123122,37.830780699226
2013-09-09,105.6847556432,30.732143628702,38.296231179463
2013-09-10,106.45426088816,30.995821784096,38.597912046283
2013-09-11,107.46819721093,31.595916896373,38.744442753024
2013-09-12,107.00649406396,31.605009246559,38.528956419581
2013-09-13,107.36861417923,31.705025098605,38.692726032997
2013-09-16,107.93895336079,31.832318001209,39.494335193405
2013-09-17,108.57266356252,31.795948600465,41.028597887518
2013-09-18,109.80387195446,32.414228413113,41.304420394325
2013-09-19,110.05735603515,32.132365557347,40.856208820764
2013-09-20,108.64508758558,32.086903806417,41.235464767623
2013-09-23,109.64091790259,31.932333853255,40.597625220632
2013-09-24,109.36027481325,31.241315239118,39.632246446808
2013-09-25,108.81709464034,30.613943076284,39.071981979857
2013-09-26,109.2335327729,30.604850726098,38.787540019712
2013-09-27,108.8352006461,30.132048516426,38.210036646085
2013-09-30,108.10190741267,30.177510267356,38.554814779594
2013-10-01,108.29202047319,30.71395892833,39.477096286729
2013-10-02,107.91179435215,30.823067130562,39.606388086795
2013-10-03,107.32334916482,30.268433769216,39.658104806821
2013-10-04,108.09285440978,30.513927224238,40.339041620501
2013-10-07,107.45009120517,30.459373123122,39.727060433523
2013-10-08,106.06498176424,30.013847964008,38.373806259502
2013-10-09,106.4361548824,30.159325566984,38.623770406296
2013-10-10,108.03853639249,30.71395892833,39.718440980185
2013-10-11,109.28785079019,30.823521207504,39.692356189699
2013-10-14,109.90345498616,31.042645765851,40.283611440718
2013-10-15,108.47308053082,30.777870257848,40.066238186667
2013-10-16,109.4870168536,32.777381852766,40.918341342547
2013-10-17,111.00792133775,33.93691597402,41.883478590533
2013-10-18,111.20708740116,34.046478253193,42.022597473125
2013-10-21,111.57826051931,33.653880086155,42.039987333449
2013-10-22,112.07617567782,33.799963125053,42.605157793982
2013-10-23,111.5329955049,33.991697113607,42.022597473125
2013-10-24,111.79553258848,33.973436733744,41.674800266644
2013-10-25,112.63746185649,34.009957493469,42.866005698843
2013-10-28,113.09011200059,34.037348063262,42.970344860787
2013-10-29,113.41602010434,34.037348063262,43.292057276783
2013-10-30,112.97242296312,33.726921605604,42.431259190741
2013-10-31,113.9320412686,33.37084419829,42.12693663507
2013-11-01,113.97730628301,33.745181985466,42.570378073334
2013-11-04,114.35753240405,33.763442365328,42.396479470093
2013-11-05,114.17647234642,34.110389582711,41.883478590533
2013-11-06,115.09082563749,34.292993381334,41.779139428588
2013-11-07,114.43900942999,34.366034900783,41.074850085463
2013-11-08,115.86938388533,34.804284017477,41.761749568264
2013-11-11,115.8331718738,34.603419838993,42.231275797014
2013-11-12,116.20434499196,34.210821671954,41.283528409352
2013-11-13,116.41256405824,34.484727369888,41.605240825347
2013-11-14,117.49892440407,34.475597179957,41.770444498426
2013-11-15,117.55324242136,34.74037268796,42.118241704908
2013-11-18,117.80672650205,34.639940598717,42.492123701875
2013-11-19,117.734302479,35.342965223414,42.135631565232
2013-11-20,117.52155691127,34.859065157064,41.692190126968
2013-11-21,118.58596488144,34.758633067822,42.231275797014
2013-11-22,119.19549765068,34.922976486582,42.552988213009
2013-11-25,119.38654523507,34.831674587271,42.092156914422
2013-11-26,120.22351560478,34.758633067822,42.2573605875
2013-11-27,121.45167864728,34.9868878161,41.953038031829
2013-11-29,121.46077615129,34.868195346995,42.12693663507
2013-12-02,116.1569313085,34.82254439734,42.074767054097
2013-12-03,115.1744008745,34.329514141059,43.448566019699
2013-12-04,115.04703581824,34.110389582711,43.187718114838
2013-12-05,115.38364346692,33.708661225742,43.265972486297
2013-12-06,117.00299918222,34.265602811541,44.64846638206
2013-12-09,116.96660916614,33.964306543813,44.526737359792
2013-12-10,116.03866375626,33.882134834433,45.335365864861
2013-12-11,115.32905844281,33.398234768083,45.796197163449
2013-12-12,115.15620586646,33.13345926008,45.552739118912
2013-12-13,115.01974330618,33.233891349323,45.535349258588
2013-12-16,116.13873630046,33.352583818427,46.404842274792
2013-12-17,119.53210529937,33.425625337876,46.630910459005
2013-12-18,123.54410457154,34.804284017477,47.230860640185
2013-12-19,124.09905231667,34.722112308097,45.761417442801
2013-12-20,124.38107494124,34.548638699406,45.726637722153
2013-12-23,124.45385497339,35.096450095274,45.717942791991
2013-12-24,124.62670754974,34.868195346995,45.526654328426
2013-12-26,125.80938307215,35.014278385894,46.074434928634
2013-12-27,126.77371849811,35.032538765756,45.691858001505
2013-12-30,126.83740102624,35.06905952548,46.091824788959
2013-12-31,127.59249385978,34.996018006031,45.917926185718
2014-01-02,125.66382300785,34.90471610672,45.196246982269
2014-01-03,125.95494313644,35.279053893896,45.474484747454
2014-01-06,125.20894780693,35.744693580384,43.813753086505
2014-01-07,125.22714281496,35.47078788245,43.900702388125
2014-01-08,124.29919740507,35.79034453004,43.787668296019
2014-01-09,124.13544233274,35.854255859558,44.535432289954
2014-01-10,123.88980972424,36.128161557492,44.257194524769
2014-01-13,122.52518412146,35.909036999145,43.674634203912
2014-01-14,125.00880271852,36.331388239738,44.349518176158
2014-01-15,125.94584563243,36.294662044904,43.920046557456
2014-01-16,125.69111551991,36.303843593612,44.261870907035
2014-01-17,124.91782767833,36.175301911693,43.876222922895
2014-01-21,124.62670754974,35.918218547853,43.823634561421
2014-01-22,124.1627348448,34.954155933455,43.017279685491
2014-01-23,122.55247663352,34.366536816108,42.833220420333
2014-01-24,118.4676973292,33.586105175881,41.886629913806
2014-01-27,117.32141182287,33.329021812042,41.045216130227
2014-01-28,118.09469966444,33.393292653001,41.798982644683
2014-01-29,118.49498984126,32.915852120157,41.728864829385
2014-01-30,116.49353895718,33.540197432338,42.342395713245
2014-01-31,116.62090401344,33.659557565549,43.148750589175
2014-02-03,112.71807478949,32.915852120157,41.500981929666
2014-02-04,115.28357092272,33.283114068499,42.026865544403
2014-02-05,115.8658111799,33.374929555584,41.834041552333
2014-02-06,117.26682679876,33.650376016841,42.009336090578
2014-02-07,118.5677698734,34.136998098394,42.850749874158
2014-02-10,117.99462712024,34.118635000977,43.429221850368
2014-02-11,119.15910763461,34.843977348953,43.525633846403
2014-02-12,119.44567901119,35.128605358918,44.314459268509
2014-02-13,119.17096493803,35.550956599511,44.130400003351
2014-02-14,120.9840778209,35.633590537888,44.463459626018
2014-02-18,120.6910494762,35.743769122391,45.103284690615
2014-02-19,119.55556464046,35.587682794345,44.866637063983
2014-02-20,120.47127821767,35.762132219808,45.453873767106
2014-02-21,120.48043535344,35.642772086597,44.735166160299
2014-02-24,121.05733490708,35.789676865933,44.568636348965
2014-02-25,121.72580581844,36.037578681064,44.454694899106
2014-02-26,121.66170586804,36.166120362984,44.47222435293
2014-02-27,123.01696196231,36.533382311326,44.621224710439
2014-02-28,123.37409025742,36.524200762617,44.621224710439
2014-03-03,121.06649204285,36.111031070733,43.902517103632
2014-03-04,121.49687742414,36.836373418708,45.217226140474
2014-03-05,122.56826230948,36.533382311326,45.313638136509
2014-03-06,122.77887643223,36.478293019075,45.611638851527
2014-03-07,122.80634783955,36.331388239738,45.103284690615
2014-03-10,122.30270537209,36.560926957452,45.27857922886
2014-03-11,121.34120611602,36.459929921658,45.357461771071
2014-03-12,121.39614893065,36.414022178115,45.261049775036
2014-03-13,119.78449303476,36.019215583647,44.980578513843
2014-03-14,118.88709372909,35.780495317225,44.884166517807
2014-03-17,121.12143485749,36.276298947487,45.559050490053
2014-03-18,121.55182023877,36.478293019075,46.540699904229
2014-03-19,120.16909273719,36.221209655235,46.549464631141
2014-03-20,121.26794902984,35.688679830139,47.049054065142
2014-03-21,121.89979139811,35.247965492129,46.856230073071
2014-03-24,121.25879189407,35.284691686963,45.015637421492
2014-03-25,122.76056216069,35.257147040837,45.304873409597
2014-03-26,121.8723199908,35.404051820174,45.138343598264
2014-03-27,121.64339159649,35.30305478438,45.27857922886
2014-03-28,122.8887620615,35.17451310246,44.682577798825
2014-03-31,124.22570388422,35.358144076631,45.050696329141
2014-04-01,125.0223746964,35.321417881797,45.664227213001
2014-04-02,124.53704650048,35.422414917591,46.751053350124
2014-04-03,124.66524640129,35.486685758551,46.891288980721
2014-04-04,124.40884659967,35.468322661134,45.751874482124
2014-04-07,123.07190477694,35.045971420541,44.367047629983
2014-04-08,123.47481875091,34.54098624157,43.034809139316
2014-04-09,124.39053232812,34.550167790279,44.375812356895
2014-04-10,122.67814793874,34.210450488063,41.500981929666
2014-04-11,121.23132048675,34.192087390645,41.089039764788
2014-04-14,121.92726280543,34.857087469556,41.416266297569
2014-04-15,122.78803356801,35.069518050319,42.327194213146
2014-04-16,125.24214595493,35.44819865081,42.557137182127
2014-04-17,126.12123098905,35.956184822199,42.93742747698
2014-04-21,126.93621607276,35.752990353644,43.715695987376
2014-04-22,127.18345873861,35.651393119366,44.22864568741
2014-04-23,126.35931651912,35.651393119366,44.3436171719
2014-04-24,125.13226032566,35.494379211845,43.618412423577
2014-04-25,125.04984610371,35.124934723561,43.459221137359
2014-04-28,125.66337420044,35.438962538602,44.989226277116
2014-04-29,125.95640254515,35.595976446123,45.431424294386
2014-04-30,127.36660145405,35.780698690265,46.05934547891
2014-05-01,128.94162880685,35.716045904815,45.643679342676
2014-05-02,128.30978643858,35.614448670537,45.263389047823
2014-05-05,128.75848609141,35.873059812336,45.422580334041
2014-05-06,127.54974416949,35.632920894951,45.024602118497
2014-05-07,129.24381428733,35.734518129229,46.687266663435
2014-05-08,128.9599430784,35.771462578058,46.121253201328
2014-05-09,129.42695700277,36.011601495442,46.218536765128
2014-05-12,130.78221309704,36.270212637241,46.315820328927
2014-05-13,130.42508480193,36.630421013317,46.165473003055
2014-05-14,129.66504253285,36.879796042908,46.758018346198
