Date,True Close,Close,Ecart
2017-01-03,116.15,114.80750665437155,1.342493345628455
2017-01-04,116.02,114.41618273141286,1.603817268587136
2017-01-05,116.61,114.78698823312881,1.8230117668711898
2017-01-06,117.91,115.38698153897896,2.5230184610210387
2017-01-09,118.99,118.06780793124018,0.9221920687598129
2017-01-10,119.11,116.76504622108224,2.3449537789177555
2017-01-11,119.75,116.0148262643561,3.7351737356438974
2017-01-12,119.25,116.08995955258435,3.1600404474156534
2017-01-13,119.04,114.1324832013761,4.907516798623902
2017-01-17,120.0,114.40502020453279,5.594979795467211
2017-01-18,119.99,114.22351518847064,5.766484811529352
2017-01-19,119.78,114.56749402722564,5.212505972774366
2017-01-20,120.0,115.5057019161468,4.494298083853195
2017-01-23,120.08,117.52869115424984,2.5513088457501567
2017-01-24,119.97,117.41844331797621,2.5515566820237865
2017-01-25,121.88,116.06941784141965,5.810582158580345
2017-01-26,121.94,117.06316221280942,4.876837787190581
2017-01-27,121.95,117.30687793754625,4.643122062453756
2017-01-30,121.63,114.95989095016013,6.670109049839866
2017-01-31,121.35,115.85051586496049,5.499484135039509
2017-02-01,128.75,115.75193960671824,12.998060393281762
2017-02-02,128.53,116.51410230270996,12.015897697290043
2017-02-03,129.08,117.98164353783433,11.098356462165683
2017-02-06,130.29,117.43570780440861,12.854292195591384
2017-02-07,131.53,117.48892693964264,14.041073060357363
2017-02-08,132.04,115.77096081869242,16.269039181307576
2017-02-09,132.42,116.05187553948964,16.368124460510344
2017-02-10,132.12,115.19776922231542,16.92223077768459
2017-02-13,133.29,114.8294989949609,18.46050100503909
2017-02-14,135.02,115.90652812726331,19.113471872736696
2017-02-15,135.51,115.91965698898277,19.590343011017225
2017-02-16,135.345,115.30139273935858,20.043607260641423
2017-02-17,135.72,114.61329698588271,21.106703014117286
